qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s,nv_accuracy,answer_relevancy
33,ablation_no_rerank,Xin cho biết điểm chuẩn ngành Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt) năm 2025?,"Theo bảng điểm, ngành Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt) năm 2025 lấy 26.45 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510302V | Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt) | 2025 | 26.45 |","[""       ma_nganh                                                                                                                       ten_nganh   nam   diem                                 khoa\n0      7140231V                                                                                     Sư phạm tiếng Anh (đào tạo bằng tiếng Việt)  2025  29.57                       KHOA NGOẠI NGỮ\n1      7140246V                                                                                     Sư phạm công nghệ (đào tạo bằng tiếng Việt)  2025  26.79                VIỆN SƯ PHẠM KỸ THUẬT\n2      7210403V                                                                                       Thiết kế đồ họa (đào tạo bằng tiếng Việt)  2025  24.60              KHOA IN VÀ TRUYỀN THÔNG\n3      7210404V                                                                                   Thiết kế thời trang (đào tạo bằng tiếng Việt)  2025  22.70           KHOA THỜI TRANG VÀ DU LỊCH\n4      7220201V                                                                                          Ngôn ngữ Anh (đào tạo bằng tiếng Việt)  2025  26.60                       KHOA NGOẠI NGỮ\n5      7310403V                                                                               Tâm lý học giáo dục (đào tạo bằng tiếng Việt)  2025  25.18                VIỆN SƯ PHẠM KỸ THUẬT\n6      7320106V                                  Công nghệ truyền thông (Truyền thông số và Công nghệ đa phương tiện) (đào tạo bằng tiếng Việt)  2025  26.50              KHOA IN VÀ TRUYỀN THÔNG\n7      7340101V                                                                                   Quản trị kinh doanh (đào tạo bằng tiếng Việt)  2025  24.74                         KHOA KINH TẾ\n8      7340120V                                                                                    Kinh doanh Quốc tế (đào tạo bằng tiếng Việt)  2025  24.95                         KHOA KINH TẾ\n9      7340122V                                                                                    Thương mại điện tử (đào tạo bằng tiếng Việt)  2025  25.70                         KHOA KINH TẾ\n10     7340205V                                                                                   Công nghệ tài chính (đào tạo bằng tiếng Việt)  2025  24.70                         KHOA KINH TẾ\n11     7340301V                                                                                               Kế toán (đào tạo bằng tiếng Việt)  2025  23.65                         KHOA KINH TẾ\n12     7380101V                                                                                                  Luật (đào tạo bằng tiếng Việt)  2025  24.73               KHOA CHÍNH TRỊ VÀ LUẬT\n13     7480108V                                                                           Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Việt)  2025  26.20                  KHOA ĐIỆN - ĐIỆN TỬ\n14     7480118V                                                                             Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt)  2025  25.90                  KHOA ĐIỆN - ĐIỆN TỬ\n15     7480201V                                                                                   Công nghệ thông tin (đào tạo bằng tiếng Việt)  2025  27.45             KHOA CÔNG NGHỆ THÔNG TIN\n16     7480202V                                                                                     An toàn thông tin (đào tạo bằng tiếng Việt)  2025  26.00             KHOA CÔNG NGHỆ THÔNG TIN\n17     7480203V                                                                                      Kỹ thuật dữ liệu (đào tạo bằng tiếng Việt)  2025  26.10             KHOA CÔNG NGHỆ THÔNG TIN\n18     7510102V                                                                Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt)  2025  22.70                        KHOA XÂY DỰNG\n19     7510106V                                                                 Hệ thống kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt)  2025  22.27                        KHOA XÂY DỰNG\n20     7510201V                                                                             Công nghệ Kỹ thuật cơ khí (đào tạo bằng tiếng Việt)  2025  26.45              KHOA CƠ KHÍ CHẾ TẠO MÁY\n21     7510202V                                                                                 Công nghệ chế tạo máy (đào tạo bằng tiếng Việt)  2025  25.15              KHOA CƠ KHÍ CHẾ TẠO MÁY\n22     7510203V                                                                         Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt)  2025  27.70              KHOA CƠ KHÍ CHẾ TẠO MÁY\n23     7510205V                                                                               Công nghệ Kỹ thuật ô tô (đào tạo bằng tiếng Việt)  2025  25.65                 KHOA CƠ KHÍ ĐỘNG LỰC\n24     7510206V                                                                              Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt)  2025  24.70                 KHOA CƠ KHÍ ĐỘNG LỰC\n25     7510208V                                                                                    Năng lượng tái tạo (đào tạo bằng tiếng Việt)  2025  24.00                 KHOA CƠ KHÍ ĐỘNG LỰC\n26     7510209V                                                                             Robot và trí tuệ nhân tạo (đào tạo bằng tiếng Việt)  2025  27.50              KHOA CƠ KHÍ CHẾ TẠO MÁY\n27     7510301V                                                                      Công nghệ Kỹ thuật điện, điện tử (đào tạo bằng tiếng Việt)  2025  26.75                  KHOA ĐIỆN - ĐIỆN TỬ\n28     7510302A                                                                Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Anh)  2025  24.20                  KHOA ĐIỆN - ĐIỆN TỬ\n29  7510302KTVM                Chương trình đào tạo Kỹ thuật Thiết kế vi mạch (thuộc ngành CNKT Điện tử - viễn thông) (đào tạo bằng tiếng Việt)  2025  28.65                  KHOA ĐIỆN - ĐIỆN TỬ\n30     7510302N                                                               Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Nhật)  2025  23.00                  KHOA ĐIỆN - ĐIỆN TỬ\n31     7510302V                                                               Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt)  2025  26.45                  KHOA ĐIỆN - ĐIỆN TỬ\n32     7510303V                                                          Công nghệ Kỹ thuật điều khiển và tự động hóa (đào tạo bằng tiếng Việt)  2025  28.70                  KHOA ĐIỆN - ĐIỆN TỬ\n33     7510401V                                                                            Công nghệ Kỹ thuật hóa học (đào tạo bằng tiếng Việt)  2025  28.35  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n34     7510402V                                                                                   Công nghệ vật liệu (đào tạo bằng tiếng Việt)  2025  24.55               KHOA KHOA HỌC ỨNG DỤNG\n35     7510406V                                                                         Công nghệ Kỹ thuật môi trường (đào tạo bằng tiếng Việt)  2025  23.10  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n36     7510601V                                                                                   Quản lý công nghiệp (đào tạo bằng tiếng Việt)  2025  24.60                         KHOA KINH TẾ\n37     7510605V                                                                   Logistics và quản lý chuỗi cung ứng (đào tạo bằng tiếng Việt)  2025  27.65                         KHOA KINH TẾ\n38     7510801V                                                                               Công nghệ Kỹ thuật in (đào tạo bằng tiếng Việt)  2025  22.10              KHOA IN VÀ TRUYỀN THÔNG\n39     7520117V                                                                                  Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt)  2025  24.10              KHOA CƠ KHÍ CHẾ TẠO MÁY\n40     7520212V                                                                      Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt)  2025  25.80                  KHOA ĐIỆN - ĐIỆN TỬ\n41     7520401V                                  Vật lý kỹ thuật (định hướng công nghệ bán dẫn và cảm biến, đo lường) (đào tạo bằng tiếng Việt)  2025  28.65               KHOA KHOA HỌC ỨNG DỤNG\n42    7540101DD                Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt)  2025  22.15  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n43     7540101V                                                                                   Công nghệ thực phẩm (đào tạo bằng tiếng Việt)  2025  24.85  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n44     7540209V                                                                                        Công nghệ may (đào tạo bằng tiếng Việt)  2025  22.00           KHOA THỜI TRANG VÀ DU LỊCH\n45     7549002V                                                                                Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt)  2025  21.10              KHOA CƠ KHÍ CHẾ TẠO MÁY\n46     7580101V                                                                                             Kiến trúc (đào tạo bằng tiếng Việt)  2025  21.75                        KHOA XÂY DỰNG\n47     7580103V                                                                                Kiến trúc nội thất (đào tạo bằng tiếng Việt)  2025  21.20                        KHOA XÂY DỰNG\n48     7580205V                                                               Kỹ thuật xây dựng công trình giao thông (đào tạo bằng tiếng Việt)  2025  22.50                        KHOA XÂY DỰNG\n49     7580302V                                                                                      Quản lý xây dựng (đào tạo bằng tiếng Việt)  2025  22.50                        KHOA XÂY DỰNG\n50     7810202V                                                                             Quản trị NH và DV ăn uống (đào tạo bằng tiếng Việt)  2025  23.35           KHOA THỜI TRANG VÀ DU LỊCH\n51     7840110V                                                                           Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt)  2025  22.00                        KHOA XÂY DỰNG\n52     7850101V  Chương trình đào tạo Môi trường và Phát triển bền vững (thuộc ngành Quản lý tài nguyên & môi trường) (đào tạo bằng tiếng Việt)  2025  21.25  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,22.142,0.208,1.0,0.8398297511239333
34,ablation_no_rerank,"Năm 2024, điểm chuẩn ngành Logistics và quản lý chuỗi cung ứng (CTĐT Tiếng Việt) là bao nhiêu?",Điểm trúng tuyển của ngành Logistic và quản lý chuỗi cung ứng (CTĐT Tiếng Việt) năm 2024 là 25.21 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,16.417,0.21,0.0,0.0
35,ablation_no_rerank,Ngành Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh) năm 2025 là 25.45 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7480108A | Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh) | 2025 | 25.45 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                             ten_nganh   nam   diem                 khoa\n0  7480108A  Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh)  2025  25.45  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,15.253,0.219,1.0,0.8434489945717738
36,ablation_no_rerank,Cho tôi hỏi điểm trúng tuyển ngành Thiết kế thời trang (đào tạo bằng tiếng Việt) năm 2025?,"Theo dữ liệu, điểm chuẩn ngành Thiết kế thời trang (đào tạo bằng tiếng Việt) năm 2025 là 22.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7210404V | Thiết kế thời trang (đào tạo bằng tiếng Việt) | 2025 | 22.7 | KHOA THỜI TRANG VÀ DU LỊCH |","[""   ma_nganh                                      ten_nganh   nam  diem                        khoa\n0  7210404V  Thiết kế thời trang (đào tạo bằng tiếng Việt)  2025  22.7  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,18.201,0.211,1.0,0.8108393660612244
37,ablation_no_rerank,"Năm 2024, ngành Tâm lý học giáo dục (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển của ngành Tâm lý học giáo dục (CTĐT Tiếng Việt) vào năm 2024 là 25.15 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,15.379,0.231,0.0,0.0
38,ablation_no_rerank,Ngành Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước) năm 2025 có điểm chuẩn bao nhiêu?,Điểm chuẩn ngành Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24.5 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước) | 2025 | 24.5 |","[""    ma_nganh                                              ten_nganh   nam  diem          khoa\n0  7340120BP  Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước)  2025  24.5  KHOA KINH TẾ""]",[],text2sql,17.806,0.205,1.0,0.8845148681368703
39,ablation_no_rerank,"Năm 2022, điểm chuẩn ngành Công nghệ thông tin (CTĐT Tiếng Việt) là bao nhiêu?","Theo số liệu, ngành Công nghệ thông tin (CTĐT Tiếng Việt) năm 2022 có điểm trúng tuyển là 26.75 điểm.","| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7480201V | Công nghệ thông tin (CTĐT Tiếng Việt) | 26.75 |","[""   ma_nganh                              ten_nganh   diem\n0  7480201V  Công nghệ thông tin (CTĐT Tiếng Việt)  26.75""]",[],text2sql,14.955,0.208,1.0,0.825073720023484
40,ablation_no_rerank,Ngành Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt) năm 2025 lấy 22.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510102V | Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt) | 2025 | 22.70 | KHOA XÂY DỰNG |","[""   ma_nganh                                                         ten_nganh   nam   diem           khoa\n0  7510102A   Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Anh)  2025  21.55  KHOA XÂY DỰNG\n1  7510102V  Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt)  2025  22.70  KHOA XÂY DỰNG""]",[],text2sql,14.691,0.205,1.0,0.8455156138182401
41,ablation_no_rerank,Xin cho biết điểm chuẩn ngành Công nghệ thực phẩm (đào tạo bằng tiếng Việt) năm 2025?,Điểm chuẩn của ngành Công nghệ thực phẩm (đào tạo bằng tiếng Việt) năm 2025 được xác định là 24.85 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ thực phẩm (đào tạo bằng tiếng Việt) | 2025 | 24.85 |","[""    ma_nganh                                                                                                         ten_nganh   nam   diem                                 khoa\n0   7540101V                                                                     Công nghệ thực phẩm (đào tạo bằng tiếng Việt)  2025  24.85  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n1  7540101DD  Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt)  2025  22.15  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n2   7540101A                                                                      Công nghệ thực phẩm (đào tạo bằng tiếng Anh)  2025  22.00  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,14.276,0.208,1.0,0.8515132609690171
42,ablation_no_rerank,Ngành Thương mại điện tử (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm trúng tuyển ngành Thương mại điện tử (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7340122BP | Thương mại điện tử (đào tạo tại phân hiệu Bình Phước) | 2025 | 24.7 | KHOA KINH TẾ |","[""    ma_nganh                                              ten_nganh   nam  diem          khoa\n0  7340122BP  Thương mại điện tử (đào tạo tại phân hiệu Bình Phước)  2025  24.7  KHOA KINH TẾ""]",[],text2sql,14.446,0.204,1.0,0.9001311764914203
43,ablation_no_rerank,"Năm 2023, điểm chuẩn ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) là bao nhiêu?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) năm 2023 là 26.1 điểm.","| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) | 2023 | 26.1 |","[""   ma_nganh                                                 ten_nganh   nam  diem\n0  7510302V  Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt)  2023  26.1""]",[],text2sql,16.292,0.211,1.0,0.819289897888296
44,ablation_no_rerank,Ngành Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển của ngành Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt) năm 2025 là 25.9 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem]\nIndex: []""]",[],text2sql,15.053,0.215,0.0,0.0
45,ablation_no_rerank,"Năm 2024, điểm chuẩn của ngành Luật (CTĐT Tiếng Việt) là bao nhiêu?","Theo bảng điểm, ngành Luật (CTĐT Tiếng Việt) năm 2024 lấy 25.12 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7380101V | Luật (CTĐT Tiếng Việt) | 2024 | 25.12 | KHOA CHÍNH TRỊ VÀ LUẬT |","[""   ma_nganh               ten_nganh   nam   diem                    khoa\n0  7380101V  Luật (CTĐT Tiếng Việt)  2024  25.12  KHOA CHÍNH TRỊ VÀ LUẬT""]",[],text2sql,13.872,0.211,1.0,0.8440338615841046
46,ablation_no_rerank,Ngành Công nghệ chế tạo máy (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Công nghệ chế tạo máy (đào tạo bằng tiếng Việt) năm 2025 là 25.15 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510202V | Công nghệ chế tạo máy (đào tạo bằng tiếng Việt) | 2025 | 25.15 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                        ten_nganh   nam   diem                     khoa\n0  7510202A   Công nghệ chế tạo máy (đào tạo bằng tiếng Anh)  2025  22.80  KHOA CƠ KHÍ CHẾ TẠO MÁY\n1  7510202N  Công nghệ chế tạo máy (đào tạo bằng tiếng Nhật)  2025  22.80  KHOA CƠ KHÍ CHẾ TẠO MÁY\n2  7510202V  Công nghệ chế tạo máy (đào tạo bằng tiếng Việt)  2025  25.15  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,13.349,0.206,1.0,0.8926823788536608
47,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt) năm 2025?,"Theo dữ liệu tuyển sinh, ngành Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt) năm 2025 lấy 25.8 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
| --- | --- | --- | --- | --- |
| 7520212V | Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt) | 2025 | 25.80 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                                   ten_nganh   nam   diem                 khoa\n0  7520212A   Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Anh)  2025  22.15  KHOA ĐIỆN - ĐIỆN TỬ\n1  7520212V  Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt)  2025  25.80  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,17.301,0.205,1.0,0.783331866208896
48,ablation_no_rerank,"Năm 2023, điểm chuẩn ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) là bao nhiêu?",Điểm trúng tuyển của ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) năm 2023 là 25.8 điểm.,"| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7510401V | Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) | 25.8 |","[""   ma_nganh                                     ten_nganh  diem\n0  7510401V  Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt)  25.8""]",[],text2sql,18.553,0.214,1.0,0.8099673216413751
49,ablation_no_rerank,Ngành Quản lý công nghiệp (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm, ngành Quản lý công nghiệp (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là 24.6 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510601V | Quản lý công nghiệp (đào tạo bằng tiếng Việt) | 2025 | 24.6 | KHOA KINH TẾ |","[""    ma_nganh                                               ten_nganh   nam  diem          khoa\n0   7510601A            Quản lý công nghiệp (đào tạo bằng tiếng Anh)  2025  22.0  KHOA KINH TẾ\n1  7510601BP  Quản lý công nghiệp (đào tạo tại phân hiệu Bình Phước)  2025  22.0  KHOA KINH TẾ\n2   7510601V           Quản lý công nghiệp (đào tạo bằng tiếng Việt)  2025  24.6  KHOA KINH TẾ""]",[],text2sql,15.724,0.204,1.0,0.8216542268291164
50,ablation_no_rerank,Ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển của ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt) năm 2025 là 24.7 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510206V | Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt) | 2025 | 24.7 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                           ten_nganh   nam  diem                  khoa\n0  7510206A   Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Anh)  2025  22.3  KHOA CƠ KHÍ ĐỘNG LỰC\n1  7510206N  Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Nhật)  2025  24.7  KHOA CƠ KHÍ ĐỘNG LỰC\n2  7510206V  Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt)  2025  24.7  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,12.119,0.212,1.0,0.8821413997930793
51,ablation_no_rerank,Cho tôi biết điểm chuẩn ngành Năng lượng tái tạo (đào tạo bằng tiếng Việt) năm 2025?,Ngành Năng lượng tái tạo (đào tạo bằng tiếng Việt) trong kỳ tuyển sinh năm 2025 có mức điểm chuẩn là 24 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510208V | Năng lượng tái tạo (đào tạo bằng tiếng Việt) | 2025 | 24.0 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                     ten_nganh   nam  diem                  khoa\n0  7510208V  Năng lượng tái tạo (đào tạo bằng tiếng Việt)  2025  24.0  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,14.288,0.211,1.0,0.8168380450101728
52,ablation_no_rerank,"Năm 2024, ngành Kiến trúc (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Kiến trúc (CTĐT Tiếng Việt) năm 2024 là 22.97 điểm.,"| ma_nganh | ten_nganh | diem | khoa |
| --- | --- | ---: | --- |
| 7580101V | Kiến trúc (CTĐT Tiếng Việt) | 22.97 | KHOA XÂY DỰNG |","[""   ma_nganh                               ten_nganh   diem           khoa\n0  7580101V             Kiến trúc (CTĐT Tiếng Việt)  22.97  KHOA XÂY DỰNG\n1  7580103V  Kiến trúc nội thất (CTĐT Tiếng Việt)  22.77  KHOA XÂY DỰNG""]",[],text2sql,15.006,0.214,1.0,0.8028204037735754
53,ablation_no_rerank,Ngành Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm chuẩn ngành Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7220201BP | Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước) | 2025 | 24.0 | KHOA NGOẠI NGỮ |","[""    ma_nganh                                        ten_nganh   nam  diem            khoa\n0  7220201BP  Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước)  2025  24.0  KHOA NGOẠI NGỮ""]",[],text2sql,19.077,0.204,1.0,0.8901201203365563
54,ablation_no_rerank,Điểm chuẩn ngành Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo thông tin, điểm trúng tuyển ngành Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt) năm 2025 là 27.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510203V | Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt) | 2025 | 27.7 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                                ten_nganh   nam  diem                     khoa\n0  7510203A   Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Anh)  2025  25.0  KHOA CƠ KHÍ CHẾ TẠO MÁY\n1  7510203V  Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt)  2025  27.7  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,15.481,0.323,1.0,0.8693263661030177
55,ablation_no_rerank,Ngành Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt) năm 2025 yêu cầu bao nhiêu điểm?,Điểm trúng tuyển của ngành Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt) năm 2025 là 24.1 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt) | 2025 | 24.1 |","[""   ma_nganh                                       ten_nganh   nam  diem                     khoa\n0  7520117V  Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt)  2025  24.1  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,13.175,0.211,1.0,0.8046973609970548
56,ablation_no_rerank,"Năm 2023, ngành Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) năm 2023 là 23.35 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7810202V | Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) | 2023 | 23.35 | KHOA THỜI TRANG VÀ DU LỊCH |","[""   ma_nganh                                               ten_nganh   nam   diem                        khoa\n0  7810202V  Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt)  2023  23.35  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,15.622,0.213,1.0,0.838530426876897
57,ablation_no_rerank,Ngành Khoa học thực phẩm & Dinh dưỡng năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển của chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng năm 2025 là 22.15 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt) | 2025 | 22.15 |","[""    ma_nganh                                                                                                         ten_nganh   nam   diem                                 khoa\n0  7540101DD  Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt)  2025  22.15  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,18.348,0.214,1.0,0.8511288874796028
58,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Công nghệ vật liệu (đào tạo bằng tiếng Việt) năm 2025?,Ngành Công nghệ vật liệu (đào tạo bằng tiếng Việt) năm 2025 có điểm trúng tuyển là 24.55 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,12.031,0.208,0.0,0.0
