qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s
110,ablation_no_rerank,Điểm chuẩn ngành Logistics và quản lý chuỗi cung ứng (đào tạo tại phân hiệu Bình Phước) năm 2025 là bao nhiêu?,"Theo thông tin, điểm trúng tuyển ngành Logistics và quản lý chuỗi cung ứng (đào tạo tại phân hiệu Bình Phước) năm 2025 là 25 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510605BP | Logistics và quản lý chuỗi cung ứng (đào tạo tại phân hiệu Bình Phước) | 2025 | 25.0 | KHOA KINH TẾ |","[""    ma_nganh                                                               ten_nganh   nam  diem          khoa\n0  7510605BP  Logistics và quản lý chuỗi cung ứng (đào tạo tại phân hiệu Bình Phước)  2025  25.0  KHOA KINH TẾ""]",[],text2sql,17.73,0.218
111,ablation_no_rerank,"Năm 2024, ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Ngành Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) năm 2024 có điểm trúng tuyển là 25.4 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh) | 2024 | 25.4 |","[""   ma_nganh                                     ten_nganh   nam  diem                 khoa\n0  7480108A  Công nghệ kỹ thuật máy tính (CTĐT Tiếng Anh)  2024  25.4  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,13.583,0.331
112,ablation_no_rerank,Ngành Quản lý xây dựng (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,Ngành Quản lý xây dựng (đào tạo tại phân hiệu Bình Phước) năm 2025 có điểm trúng tuyển là 22.5 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,10.978,0.21
113,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Anh) năm 2025?,"Theo bảng điểm, điểm chuẩn ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Anh) năm 2025 là 22.3 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510206A | Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Anh) | 2025 | 22.3 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                          ten_nganh   nam  diem                  khoa\n0  7510206A  Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Anh)  2025  22.3  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,16.813,0.218
114,ablation_no_rerank,"Năm 2022, ngành Thiết kế đồ họa (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Trong năm 2022, điểm trúng tuyển của ngành Thiết kế đồ họa (CTĐT Tiếng Việt) là 24.5 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7210403V | Thiết kế đồ họa (CTĐT Tiếng Việt) | 2022 | 24.5 |","[""   ma_nganh                          ten_nganh   nam  diem\n0  7210403V  Thiết kế đồ họa (CTĐT Tiếng Việt)  2022  24.5""]",[],text2sql,23.798,0.22
115,ablation_no_rerank,Ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Nhật) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Nhật) năm 2025 là 24.7 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510206N | Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Nhật) | 2025 | 24.7 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                           ten_nganh   nam  diem                  khoa\n0  7510206N  Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Nhật)  2025  24.7  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,18.491,0.227
116,ablation_no_rerank,Điểm chuẩn ngành Công nghệ Kỹ thuật cơ khí (đào tạo tại phân hiệu Bình Phước) năm 2025 là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ Kỹ thuật cơ khí (đào tạo tại phân hiệu Bình Phước) năm 2025 là 23.37 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---|---|---|
| 7510201BP | Công nghệ Kỹ thuật cơ khí (đào tạo tại phân hiệu Bình Phước) | 2025 | 23.37 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""    ma_nganh                                                     ten_nganh   nam   diem                     khoa\n0  7510201BP  Công nghệ Kỹ thuật cơ khí (đào tạo tại phân hiệu Bình Phước)  2025  23.37  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,26.922,0.208
117,ablation_no_rerank,"Năm 2023, ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) năm 2023 là 20.1 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510406V | Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) | 2023 | 20.1 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                                        ten_nganh   nam  diem                                 khoa\n0  7510406V  Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt)  2023  20.1  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,16.44,0.201
118,ablation_no_rerank,Ngành Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Anh) năm 2025 lấy bao nhiêu điểm?,Ngành Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Anh) năm 2025 có điểm chuẩn là 24.2 điểm.,"| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7510302A | Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Anh) | 24.2 |","[""   ma_nganh                                                         ten_nganh  diem\n0  7510302A  Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Anh)  24.2""]",[],text2sql,18.254,0.211
119,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Kế toán (đào tạo bằng tiếng Anh) năm 2025?,Ngành Kế toán (đào tạo bằng tiếng Anh) năm 2025 có mức điểm trúng tuyển là 23.65 điểm.,"| ma_nganh   | ten_nganh                             | nam  | diem  | khoa         |
|------------|----------------------------------------|------|-------|--------------|
| 7340301A   | Kế toán (đào tạo bằng tiếng Anh)       | 2025 | 23.65 | KHOA KINH TẾ |","[""   ma_nganh                         ten_nganh   nam   diem          khoa\n0  7340301A  Kế toán (đào tạo bằng tiếng Anh)  2025  23.65  KHOA KINH TẾ""]",[],text2sql,17.928,0.212
120,ablation_no_rerank,"Năm 2022, ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) lấy điểm chuẩn là bao nhiêu?","Theo bảng dữ liệu, điểm chuẩn ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) năm 2022 là 17.1 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510801V | Công nghệ kỹ thuật in (CTĐT Tiếng Việt) | 2022 | 17.1 | KHOA IN VÀ TRUYỀN THÔNG |","[""   ma_nganh                                ten_nganh   nam  diem                     khoa\n0  7510801V  Công nghệ kỹ thuật in (CTĐT Tiếng Việt)  2022  17.1  KHOA IN VÀ TRUYỀN THÔNG""]",[],text2sql,16.381,0.208
121,ablation_no_rerank,Ngành Công nghệ thông tin (đào tạo bằng tiếng Nhật) năm 2025 lấy bao nhiêu điểm?,"Theo thông tin dữ liệu, ngành Công nghệ thông tin (đào tạo bằng tiếng Nhật) năm 2025 là 24.55 điểm.","| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ thông tin (đào tạo bằng tiếng Nhật) | 2025 | 24.55 |","[""   ma_nganh                                      ten_nganh   nam   diem                      khoa\n0  7480201N  Công nghệ thông tin (đào tạo bằng tiếng Nhật)  2025  24.55  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,16.81,0.214
122,ablation_no_rerank,Điểm chuẩn ngành Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Anh) năm 2025 là bao nhiêu?,Ngành Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Anh) năm 2025 lấy 21.55 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Anh) | 2025 | 21.55 |","[""   ma_nganh                                                        ten_nganh   nam   diem\n0  7510102A  Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Anh)  2025  21.55""]",[],text2sql,18.143,0.204
123,ablation_no_rerank,"Năm 2023, ngành Quản lý công nghiệp (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Điểm trúng tuyển của ngành Quản lý công nghiệp (CTĐT Tiếng Anh) năm 2023 là 22.3 điểm.,"| nam | ma_nganh  | ten_nganh                                   | diem |
|-----|----------|----------------------------------------------|------|
| 2023 | 7510601A | Quản lý công nghiệp (CTĐT Tiếng Anh)       | 22.3 |","[""    nam  ma_nganh                             ten_nganh  diem\n0  2023  7510601A  Quản lý công nghiệp (CTĐT Tiếng Anh)  22.3""]",[],text2sql,16.296,0.204
124,ablation_no_rerank,Ngành Quản lý công nghiệp (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Quản lý công nghiệp (đào tạo tại phân hiệu Bình Phước) năm 2025 là 22 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510601BP | Quản lý công nghiệp (đào tạo tại phân hiệu Bình Phước) | 2025 | 22.0 | KHOA KINH TẾ |","[""    ma_nganh                                               ten_nganh   nam  diem          khoa\n0   7510601A            Quản lý công nghiệp (đào tạo bằng tiếng Anh)  2025  22.0  KHOA KINH TẾ\n1  7510601BP  Quản lý công nghiệp (đào tạo tại phân hiệu Bình Phước)  2025  22.0  KHOA KINH TẾ\n2   7510601V           Quản lý công nghiệp (đào tạo bằng tiếng Việt)  2025  24.6  KHOA KINH TẾ""]",[],text2sql,16.119,0.32
125,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Công nghệ thông tin (CTĐT Việt - Nhật) năm 2024?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Công nghệ thông tin (CTĐT Việt - Nhật) năm 2024 là 25.65 điểm.","| ma_nganh | ten_nganh                                   | nam  | diem  |
|----------|---------------------------------------------|------|-------|
| 7480201N | Công nghệ thông tin (CTĐT Việt - Nhật)      | 2024 | 25.65 |","[""   ma_nganh                               ten_nganh   nam   diem\n0  7480201V   Công nghệ thông tin (CTĐT Tiếng Việt)  2024  25.97\n1  7480201N  Công nghệ thông tin (CTĐT Việt - Nhật)  2024  25.65""]",[],text2sql,24.108,0.204
126,ablation_no_rerank,"Năm 2022, ngành Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) năm 2022 là 20 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7520212V | Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt) | 2022 | 20.0 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                           ten_nganh   nam  diem                 khoa\n0  7520212V  Kỹ thuật y sinh (Điện tử y sinh) (CTĐT Tiếng Việt)  2022  20.0  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,22.697,0.318
127,ablation_no_rerank,Ngành Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Trong năm 2024, ngành Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) có mức điểm chuẩn là 23.27 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7810202V | Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) | 2024 | 23.27 | KHOA THỜI TRANG VÀ DU LỊCH |","[""   ma_nganh                                               ten_nganh   nam   diem                        khoa\n0  7810202V  Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt)  2024  23.27  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,17.584,0.2
128,ablation_no_rerank,"Điểm chuẩn ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt) năm 2022 là bao nhiêu?","Ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt) năm 2022 lấy 23.25 điểm.","| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt) | 2022 | 23.25 |","[""   ma_nganh                                           ten_nganh   nam   diem\n0  7510301V  Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Việt)  2022  23.25\n1  7510301A   Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh)  2022  21.65""]",[],text2sql,17.555,0.221
129,ablation_no_rerank,"Năm 2023, ngành Kiến trúc nội thất (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn của ngành Kiến trúc nội thất (CTĐT Tiếng Việt) trong năm 2023 là 24.2 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [diem]\nIndex: []""]",[],text2sql,17.968,0.212
130,ablation_no_rerank,Ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm chuẩn ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) năm 2024 là 24.9 điểm.","| Ngành                                                       | Năm  | Điểm |
|-------------------------------------------------------------|------|------|
| Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt)                 | 2024 | 24.9 |","[""   ma_nganh                                     ten_nganh   nam  diem                                 khoa\n0  7510401V  Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt)  2024  24.9  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,21.318,0.212
131,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Công nghệ vật liệu (CTĐT Tiếng Việt) năm 2023?,Ngành Công nghệ vật liệu (CTĐT Tiếng Việt) năm 2023 lấy điểm trúng tuyển là 20 điểm.,"| ma_nganh  | ten_nganh                                  | nam  | diem | khoa                        |
|----------:|--------------------------------------------|------:|-----:|-----------------------------|
| 7510402V  | Công nghệ vật liệu (CTĐT Tiếng Việt)       |  2023 | 20.0 | KHOA KHOA HỌC ỨNG DỤNG |","[""   ma_nganh                             ten_nganh   nam  diem                    khoa\n0  7510402V  Công nghệ vật liệu (CTĐT Tiếng Việt)  2023  20.0  KHOA KHOA HỌC ỨNG DỤNG""]",[],text2sql,20.017,0.208
132,ablation_no_rerank,"Năm 2022, ngành Năng lượng tái tạo (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Năng lượng tái tạo (CTĐT Tiếng Việt) năm 2022 là 21 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---|---|---|
| 7510208V | Năng lượng tái tạo (CTĐT Tiếng Việt) | 2022 | 21.0 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                             ten_nganh   nam  diem                  khoa\n0  7510208V  Năng lượng tái tạo (CTĐT Tiếng Việt)  2022  21.0  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,17.691,0.207
133,ablation_no_rerank,Ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,"Trong kỳ tuyển sinh năm 2024, ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) lấy 23.88 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7520117V | Kỹ thuật công nghiệp (CTĐT Tiếng Việt) | 2024 | 23.88 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                               ten_nganh   nam   diem                     khoa\n0  7520117V  Kỹ thuật công nghiệp (CTĐT Tiếng Việt)  2024  23.88  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,18.01,0.202
134,ablation_no_rerank,Điểm chuẩn ngành Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) năm 2022 là bao nhiêu?,Điểm trúng tuyển ngành Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) năm 2022 là 17.7 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt) | 2022 | 17.7 |","[""   diem  ma_nganh                                      ten_nganh   nam\n0  17.7  7840110V  Quản lý và vận hành hạ tầng (CTĐT Tiếng Việt)  2022""]",[],text2sql,19.116,0.21
135,ablation_no_rerank,"Năm 2023, ngành Kế toán (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn của ngành Kế toán (CTĐT Tiếng Việt) năm 2023 là 26 điểm.,"| nam | diem |
|-----:|-----:|
| 2023 | 26.0 |","[""   ma_nganh                  ten_nganh   nam  diem\n0  7340301V  Kế toán (CTĐT Tiếng Việt)  2023  26.0""]",[],text2sql,19.467,0.206
136,ablation_no_rerank,Ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Thiết kế thời trang (CTĐT Tiếng Việt) năm 2024 là 24.8 điểm.,"| ten_nganh | nam | diem |
|---|---|---|
| Thiết kế thời trang (CTĐT Tiếng Việt) | 2024 | 24.8 |","[""   ma_nganh                              ten_nganh   nam  diem                        khoa\n0  7210404V  Thiết kế thời trang (CTĐT Tiếng Việt)  2024  24.8  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,17.142,0.215
137,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Sư phạm Công nghệ (CTĐT Tiếng Việt) năm 2023?,"Theo dữ liệu, điểm trúng tuyển ngành Sư phạm Công nghệ (CTĐT Tiếng Việt) năm 2023 là 19.7 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7140246V | Sư phạm Công nghệ (CTĐT Tiếng Việt) | 2023 | 19.7 |","[""   ma_nganh                            ten_nganh   nam  diem\n0  7140246V  Sư phạm Công nghệ (CTĐT Tiếng Việt)  2023  19.7""]",[],text2sql,24.279,0.329
138,ablation_no_rerank,"Năm 2022, ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) năm 2022 là 26.15 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510201V | Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt) | 2022 | 26.15 |","[""   ma_nganh                                    ten_nganh   nam   diem\n0  7510201V  Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Việt)  2022  26.15\n1  7510201A   Công nghệ kỹ thuật cơ khí (CTĐT Tiếng Anh)  2022  22.00""]",[],text2sql,17.524,0.215
139,ablation_no_rerank,Ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2024 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2024 là 24.75 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510205A | Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) | 2024 | 24.75 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                 ten_nganh   nam   diem                  khoa\n0  7510205A  Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  2024  24.75  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,21.747,0.221
140,ablation_no_rerank,"Điểm chuẩn ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) năm 2023 là bao nhiêu?","Điểm chuẩn ngành Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) năm 2023 là 23.5 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510301A | Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh) | 2023 | 23.5 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                          ten_nganh   nam  diem                 khoa\n0  7510301A  Công nghệ kỹ thuật điện, điện tử (CTĐT Tiếng Anh)  2023  23.5  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,25.113,0.218
141,ablation_no_rerank,"Năm 2022, ngành Công nghệ thông tin (CTĐT Tiếng Anh) lấy bao nhiêu điểm?","Trong năm 2022, ngành Công nghệ thông tin (CTĐT Tiếng Anh) có điểm trúng tuyển là 26.35 điểm.","| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7480201A | Công nghệ thông tin (CTĐT Tiếng Anh) | 26.35 |","[""   ma_nganh                             ten_nganh   diem\n0  7480201A  Công nghệ thông tin (CTĐT Tiếng Anh)  26.35""]",[],text2sql,15.436,0.207
142,ablation_no_rerank,Ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2024 lấy bao nhiêu điểm?,"Theo dữ liệu tuyển sinh, điểm trúng tuyển ngành Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) năm 2024 là 25.1 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510203A | Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh) | 2024 | 25.1 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                       ten_nganh   nam  diem                     khoa\n0  7510203A  Công nghệ kỹ thuật cơ điện tử (CTĐT Tiếng Anh)  2024  25.1  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,18.148,0.211
143,ablation_no_rerank,Cho tôi hỏi điểm chuẩn ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2024?,Ngành Công nghệ thực phẩm (CTĐT Tiếng Việt) năm 2024 có điểm chuẩn trúng tuyển là 24.2 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7540101V | Công nghệ thực phẩm (CTĐT Tiếng Việt) | 2024 | 24.2 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                              ten_nganh   nam  diem                                 khoa\n0  7540101V  Công nghệ thực phẩm (CTĐT Tiếng Việt)  2024  24.2  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n1  7540101A   Công nghệ thực phẩm (CTĐT Tiếng Anh)  2024  22.5  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,14.957,0.225
144,ablation_no_rerank,"Năm 2022, ngành Công nghệ chế tạo máy (CTĐT Việt - Nhật) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Công nghệ chế tạo máy (CTĐT Việt - Nhật) năm 2022 là 19.05 điểm.,"| diem | ma_nganh | ten_nganh |
| --- | --- | --- |
| 19.05 | 7510202N | Công nghệ chế tạo máy (CTĐT Việt - Nhật) |","[""    diem  ma_nganh                                 ten_nganh\n0  19.05  7510202N  Công nghệ chế tạo máy (CTĐT Việt - Nhật)""]",[],text2sql,19.828,0.215
145,ablation_no_rerank,Ngành Kế toán (CTĐT Tiếng Việt) năm 2024 lấy bao nhiêu điểm?,Ngành Kế toán (CTĐT Tiếng Việt) năm 2024 lấy điểm trúng tuyển là 22.75 điểm.,"| ma_nganh  | ten_nganh                         | diem  | khoa          |
|-----------|-----------------------------------|-------|---------------|
| 7340301V  | Kế toán (CTĐT Tiếng Việt)        | 22.75 | KHOA KINH TẾ   |","[""   ma_nganh                  ten_nganh   diem          khoa\n0  7340301V  Kế toán (CTĐT Tiếng Việt)  22.75  KHOA KINH TẾ""]",[],text2sql,20.92,0.217
146,ablation_no_rerank,Điểm chuẩn ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,"Theo dữ liệu, điểm trúng tuyển ngành Quản lý xây dựng (CTĐT Tiếng Việt) năm 2023 là 22.6 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7580302V | Quản lý xây dựng (CTĐT Tiếng Việt) | 2023 | 22.6 | KHOA XÂY DỰNG |","[""   ma_nganh                           ten_nganh   nam  diem           khoa\n0  7580302V  Quản lý xây dựng (CTĐT Tiếng Việt)  2023  22.6  KHOA XÂY DỰNG""]",[],text2sql,16.436,0.207
147,ablation_no_rerank,"Năm 2022, ngành An toàn Thông tin (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành An toàn Thông tin (CTĐT Tiếng Việt) năm 2022 có mức điểm chuẩn là 26 điểm.,"| ten_nganh                                | nam  | diem |
|------------------------------------------|------|------|
| An toàn Thông tin (CTĐT Tiếng Việt)      | 2022 | 26.0 |","[""   ma_nganh                            ten_nganh   nam  diem                      khoa\n0  7480202V  An toàn Thông tin (CTĐT Tiếng Việt)  2022  26.0  KHOA CÔNG NGHỆ THÔNG TIN""]",[],text2sql,21.263,0.217
148,ablation_no_rerank,Ngành Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật) năm 2024 lấy bao nhiêu điểm?,Điểm chuẩn của ngành Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật) năm 2024 là 25 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật) | 2024 | 25.0 |","[""   ma_nganh                                   ten_nganh   nam  diem                  khoa\n0  7510205N  Công nghệ kỹ thuật ô tô (CTĐT Việt - Nhật)  2024  25.0  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,20.848,0.208
149,ablation_no_rerank,"Cho tôi hỏi điểm chuẩn ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2024?","Theo bảng điểm, ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) năm 2024 lấy 24.35 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7510302A | Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh) | 2024 | 24.35 |","[""   ma_nganh                                                ten_nganh   nam   diem\n0  7510302A  Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh)  2024  24.35""]",[],text2sql,15.209,0.21
150,ablation_no_rerank,"Năm 2023, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) năm 2023 là 24.38 điểm.,"| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7510205A | Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh) | 24.38 |","[""   ma_nganh                                 ten_nganh   diem\n0  7510205A  Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  24.38""]",[],text2sql,17.516,0.218
