qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s
28,ablation_no_qe,Ngành Công nghệ truyền thông (Truyền thông số...) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ truyền thông (Truyền thông số và Công nghệ đa phương tiện) năm 2025 là 26.5 điểm.,"| Ngành | Năm | Điểm chuẩn |
|---|---:|---:|
| Công nghệ truyền thông (Truyền thông số và Công nghệ đa phương tiện) (đào tạo bằng tiếng Việt) | 2025 | 26.5 |","[""   ma_nganh                                                                                       ten_nganh   nam  diem                     khoa\n0  7320106V  Công nghệ truyền thông (Truyền thông số và Công nghệ đa phương tiện) (đào tạo bằng tiếng Việt)  2025  26.5  KHOA IN VÀ TRUYỀN THÔNG""]",[],text2sql,17.257,0.215
29,ablation_no_qe,"Năm 2022, ngành Thương mại điện tử (CTĐT Tiếng Việt) lấy bao nhiêu điểm?","Theo dữ liệu, điểm chuẩn ngành Thương mại điện tử (CTĐT Tiếng Việt) năm 2022 là 26 điểm.","| nam  | ten_nganh                                 | diem |
|------|-------------------------------------------|------|
| 2022 | Thương mại điện tử (CTĐT Tiếng Việt)      | 26.0 |","[""    nam  ma_nganh                             ten_nganh  diem          khoa\n0  2022  7340122V  Thương mại điện tử (CTĐT Tiếng Việt)  26.0  KHOA KINH TẾ""]",[],text2sql,13.398,0.313
30,ablation_no_qe,Điểm chuẩn ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) năm 2023 là bao nhiêu?,"Vào năm 2023, ngành Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) có điểm trúng tuyển là 26.65 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
| --- | --- | ---: | ---: | --- |
| 7510205V | Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt) | 2023 | 26.65 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                  ten_nganh   nam   diem                  khoa\n0  7510205V  Công nghệ kỹ thuật ô tô (CTĐT Tiếng Việt)  2023  26.65  KHOA CƠ KHÍ ĐỘNG LỰC\n1  7510205A   Công nghệ kỹ thuật ô tô (CTĐT Tiếng Anh)  2023  24.38  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,12.998,0.199
31,ablation_no_qe,Ngành Công nghệ tài chính (đào tạo bằng tiếng Việt) năm 2025 có mức điểm chuẩn thế nào?,"Theo thông tin, điểm trúng tuyển ngành Công nghệ tài chính (đào tạo bằng tiếng Việt) năm 2025 là 24.7 điểm.","| Ngành | Năm | Điểm chuẩn |
|---|---:|---:|
| Công nghệ tài chính (đào tạo bằng tiếng Việt) | 2025 | 24.7 |","[""   ma_nganh                                      ten_nganh   nam  diem          khoa\n0  7340205V  Công nghệ tài chính (đào tạo bằng tiếng Việt)  2025  24.7  KHOA KINH TẾ""]",[],text2sql,12.779,0.198
32,ablation_no_qe,Ngành Kế toán (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,Điểm chuẩn ngành Kế toán (đào tạo tại phân hiệu Bình Phước) năm 2025 là 23.55 điểm.,"| ten_nganh | nam | diem |
| --- | --- | --- |
| Kế toán (đào tạo tại phân hiệu Bình Phước) | 2025 | 23.55 |","[""    ma_nganh                                   ten_nganh   nam   diem          khoa\n0  7340301BP  Kế toán (đào tạo tại phân hiệu Bình Phước)  2025  23.55  KHOA KINH TẾ""]",[],text2sql,14.355,0.202
33,ablation_no_qe,Xin cho biết điểm chuẩn ngành Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt) năm 2025?,"Theo bảng điểm, ngành Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt) năm 2025 lấy 26.45 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---:|---:|---:|---|
| 7510302V | Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt) | 2025 | 26.45 | KHOA ĐIỆN - ĐIỆN TỬ |","[""      ma_nganh                                                                                                         ten_nganh   nam   diem                 khoa\n0     7510302A                                                  Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Anh)  2025  24.20  KHOA ĐIỆN - ĐIỆN TỬ\n1  7510302KTVM  Chương trình đào tạo Kỹ thuật Thiết kế vi mạch (thuộc ngành CNKT Điện tử - viễn thông) (đào tạo bằng tiếng Việt)  2025  28.65  KHOA ĐIỆN - ĐIỆN TỬ\n2     7510302N                                                 Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Nhật)  2025  23.00  KHOA ĐIỆN - ĐIỆN TỬ\n3     7510302V                                                 Công nghệ Kỹ thuật điện tử - viễn thông (đào tạo bằng tiếng Việt)  2025  26.45  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,17.185,0.196
34,ablation_no_qe,"Năm 2024, điểm chuẩn ngành Logistics và quản lý chuỗi cung ứng (CTĐT Tiếng Việt) là bao nhiêu?",Điểm trúng tuyển của ngành Logistic và quản lý chuỗi cung ứng (CTĐT Tiếng Việt) năm 2024 là 25.21 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, diem, khoa]\nIndex: []""]",[],text2sql,18.203,0.207
35,ablation_no_qe,Ngành Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh) năm 2025 là 25.45 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---|---|---|
| 7480108A | Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh) | 2025 | 25.45 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                             ten_nganh   nam   diem                 khoa\n0  7480108A  Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh)  2025  25.45  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,12.516,0.192
36,ablation_no_qe,Cho tôi hỏi điểm trúng tuyển ngành Thiết kế thời trang (đào tạo bằng tiếng Việt) năm 2025?,"Theo dữ liệu, điểm chuẩn ngành Thiết kế thời trang (đào tạo bằng tiếng Việt) năm 2025 là 22.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7210404V | Thiết kế thời trang (đào tạo bằng tiếng Việt) | 2025 | 22.7 | KHOA THỜI TRANG VÀ DU LỊCH |","[""   ma_nganh                                      ten_nganh   nam  diem                        khoa\n0  7210404V  Thiết kế thời trang (đào tạo bằng tiếng Việt)  2025  22.7  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,13.972,0.199
37,ablation_no_qe,"Năm 2024, ngành Tâm lý học giáo dục (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển của ngành Tâm lý học giáo dục (CTĐT Tiếng Việt) vào năm 2024 là 25.15 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,14.256,0.193
38,ablation_no_qe,Ngành Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước) năm 2025 có điểm chuẩn bao nhiêu?,Điểm chuẩn ngành Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24.5 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---:|---|---:|---:|---|
| 7340120BP | Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước) | 2025 | 24.50 | KHOA KINH TẾ |","[""    ma_nganh                                              ten_nganh   nam   diem          khoa\n0  7340120BP  Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước)  2025  24.50  KHOA KINH TẾ\n1   7340120V           Kinh doanh Quốc tế (đào tạo bằng tiếng Việt)  2025  24.95  KHOA KINH TẾ""]",[],text2sql,13.558,0.201
39,ablation_no_qe,"Năm 2022, điểm chuẩn ngành Công nghệ thông tin (CTĐT Tiếng Việt) là bao nhiêu?","Theo số liệu, ngành Công nghệ thông tin (CTĐT Tiếng Việt) năm 2022 có điểm trúng tuyển là 26.75 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7480201V | Công nghệ thông tin (CTĐT Tiếng Việt) | 2022 | 26.75 |","[""   ma_nganh                              ten_nganh   nam   diem\n0  7480201V  Công nghệ thông tin (CTĐT Tiếng Việt)  2022  26.75""]",[],text2sql,13.678,0.202
40,ablation_no_qe,Ngành Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt) năm 2025 lấy 22.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---|---|---|
| 7510102V | Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt) | 2025 | 22.70 | KHOA XÂY DỰNG |","[""   ma_nganh                                                         ten_nganh   nam   diem           khoa\n0  7510102A   Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Anh)  2025  21.55  KHOA XÂY DỰNG\n1  7510102V  Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt)  2025  22.70  KHOA XÂY DỰNG""]",[],text2sql,13.539,0.198
41,ablation_no_qe,Xin cho biết điểm chuẩn ngành Công nghệ thực phẩm (đào tạo bằng tiếng Việt) năm 2025?,Điểm chuẩn của ngành Công nghệ thực phẩm (đào tạo bằng tiếng Việt) năm 2025 được xác định là 24.85 điểm.,"| ma_nganh  | ten_nganh                                                         | nam  | diem  | khoa                                      |
|-----------|-------------------------------------------------------------------|------|-------|-------------------------------------------|
| 7540101V  | Công nghệ thực phẩm (đào tạo bằng tiếng Việt)                      | 2025 | 24.85 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM       |","[""    ma_nganh                                                                                                         ten_nganh   nam   diem                                 khoa\n0  7540101DD  Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt)  2025  22.15  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n1   7540101V                                                                     Công nghệ thực phẩm (đào tạo bằng tiếng Việt)  2025  24.85  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,17.286,0.201
42,ablation_no_qe,Ngành Thương mại điện tử (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm trúng tuyển ngành Thương mại điện tử (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7340122BP | Thương mại điện tử (đào tạo tại phân hiệu Bình Phước) | 2025 | 24.7 | KHOA KINH TẾ |","[""    ma_nganh                                              ten_nganh   nam  diem          khoa\n0  7340122BP  Thương mại điện tử (đào tạo tại phân hiệu Bình Phước)  2025  24.7  KHOA KINH TẾ\n1   7340122V           Thương mại điện tử (đào tạo bằng tiếng Việt)  2025  25.7  KHOA KINH TẾ""]",[],text2sql,17.082,0.203
43,ablation_no_qe,"Năm 2023, điểm chuẩn ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) là bao nhiêu?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) năm 2023 là 26.1 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---|---|
| 7510302V | Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) | 2023 | 26.1 |","[""   ma_nganh                                                 ten_nganh   nam  diem\n0  7510302V  Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt)  2023  26.1\n1  7510302A   Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Anh)  2023  23.0\n2  7510302N   Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Việt-Nhật)  2023  22.3""]",[],text2sql,17.552,0.199
44,ablation_no_qe,Ngành Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển của ngành Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt) năm 2025 là 25.9 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt) | 2025 | 25.9 |","[""   ma_nganh                                            ten_nganh   nam  diem                 khoa\n0  7480118V  Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt)  2025  25.9  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,16.266,0.198
45,ablation_no_qe,"Năm 2024, điểm chuẩn của ngành Luật (CTĐT Tiếng Việt) là bao nhiêu?","Theo bảng điểm, ngành Luật (CTĐT Tiếng Việt) năm 2024 lấy 25.12 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
| --- | --- | --- | --- | --- |
| 7380101V | Luật (CTĐT Tiếng Việt) | 2024 | 25.12 | KHOA CHÍNH TRỊ VÀ LUẬT |","[""   ma_nganh               ten_nganh   nam   diem                    khoa\n0  7380101V  Luật (CTĐT Tiếng Việt)  2024  25.12  KHOA CHÍNH TRỊ VÀ LUẬT""]",[],text2sql,17.334,0.198
46,ablation_no_qe,Ngành Công nghệ chế tạo máy (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Công nghệ chế tạo máy (đào tạo bằng tiếng Việt) năm 2025 là 25.15 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510202V | Công nghệ chế tạo máy (đào tạo bằng tiếng Việt) | 2025 | 25.15 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                        ten_nganh   nam   diem                     khoa\n0  7510202A   Công nghệ chế tạo máy (đào tạo bằng tiếng Anh)  2025  22.80  KHOA CƠ KHÍ CHẾ TẠO MÁY\n1  7510202N  Công nghệ chế tạo máy (đào tạo bằng tiếng Nhật)  2025  22.80  KHOA CƠ KHÍ CHẾ TẠO MÁY\n2  7510202V  Công nghệ chế tạo máy (đào tạo bằng tiếng Việt)  2025  25.15  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,15.231,0.193
47,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt) năm 2025?,"Theo dữ liệu tuyển sinh, ngành Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt) năm 2025 lấy 25.8 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---|---|---|
| 7520212V | Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt) | 2025 | 25.80 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                                   ten_nganh   nam   diem                 khoa\n0  7520212A   Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Anh)  2025  22.15  KHOA ĐIỆN - ĐIỆN TỬ\n1  7520212V  Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt)  2025  25.80  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,18.302,0.188
48,ablation_no_qe,"Năm 2023, điểm chuẩn ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) là bao nhiêu?",Điểm trúng tuyển của ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) năm 2023 là 25.8 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) | 2023 | 25.8 |","[""   ma_nganh                                     ten_nganh   nam  diem                                 khoa\n0  7510401V  Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt)  2023  25.8  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,13.934,0.201
49,ablation_no_qe,Ngành Quản lý công nghiệp (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm, ngành Quản lý công nghiệp (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là 24.6 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510601V | Quản lý công nghiệp (đào tạo bằng tiếng Việt) | 2025 | 24.6 | KHOA KINH TẾ |","[""    ma_nganh                                               ten_nganh   nam  diem          khoa\n0   7510601A            Quản lý công nghiệp (đào tạo bằng tiếng Anh)  2025  22.0  KHOA KINH TẾ\n1  7510601BP  Quản lý công nghiệp (đào tạo tại phân hiệu Bình Phước)  2025  22.0  KHOA KINH TẾ\n2   7510601V           Quản lý công nghiệp (đào tạo bằng tiếng Việt)  2025  24.6  KHOA KINH TẾ""]",[],text2sql,13.421,0.207
50,ablation_no_qe,Ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển của ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt) năm 2025 là 24.7 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510206V | Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt) | 2025 | 24.7 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                           ten_nganh   nam  diem                  khoa\n0  7510206A   Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Anh)  2025  22.3  KHOA CƠ KHÍ ĐỘNG LỰC\n1  7510206N  Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Nhật)  2025  24.7  KHOA CƠ KHÍ ĐỘNG LỰC\n2  7510206V  Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt)  2025  24.7  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,15.936,0.197
51,ablation_no_qe,Cho tôi biết điểm chuẩn ngành Năng lượng tái tạo (đào tạo bằng tiếng Việt) năm 2025?,Ngành Năng lượng tái tạo (đào tạo bằng tiếng Việt) trong kỳ tuyển sinh năm 2025 có mức điểm chuẩn là 24 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510208V | Năng lượng tái tạo (đào tạo bằng tiếng Việt) | 2025 | 24.0 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                     ten_nganh   nam  diem                  khoa\n0  7510208V  Năng lượng tái tạo (đào tạo bằng tiếng Việt)  2025  24.0  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,13.737,0.206
52,ablation_no_qe,"Năm 2024, ngành Kiến trúc (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Kiến trúc (CTĐT Tiếng Việt) năm 2024 là 22.97 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7580101V | Kiến trúc (CTĐT Tiếng Việt) | 2024 | 22.97 | KHOA XÂY DỰNG |","[""   ma_nganh                    ten_nganh   nam   diem           khoa\n0  7580101V  Kiến trúc (CTĐT Tiếng Việt)  2024  22.97  KHOA XÂY DỰNG""]",[],text2sql,14.387,0.204
53,ablation_no_qe,Ngành Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm chuẩn ngành Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7220201BP | Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước) | 2025 | 24.0 | KHOA NGOẠI NGỮ |","[""    ma_nganh                                        ten_nganh   nam  diem            khoa\n0  7220201BP  Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước)  2025  24.0  KHOA NGOẠI NGỮ""]",[],text2sql,18.816,0.206
54,ablation_no_qe,Điểm chuẩn ngành Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo thông tin, điểm trúng tuyển ngành Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt) năm 2025 là 27.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510203V | Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt) | 2025 | 27.7 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                                ten_nganh   nam  diem                     khoa\n0  7510203A   Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Anh)  2025  25.0  KHOA CƠ KHÍ CHẾ TẠO MÁY\n1  7510203V  Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt)  2025  27.7  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,18.671,0.192
55,ablation_no_qe,Ngành Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt) năm 2025 yêu cầu bao nhiêu điểm?,Điểm trúng tuyển của ngành Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt) năm 2025 là 24.1 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7520117V | Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt) | 2025 | 24.1 |","[""   ma_nganh                                       ten_nganh   nam  diem\n0  7520117V  Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt)  2025  24.1""]",[],text2sql,12.949,0.195
56,ablation_no_qe,"Năm 2023, ngành Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) năm 2023 là 23.35 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) | 2023 | 23.35 |","[""                                                ten_nganh   nam   diem\n0  Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt)  2023  23.35""]",[],text2sql,14.351,0.195
57,ablation_no_qe,Ngành Khoa học thực phẩm & Dinh dưỡng năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển của chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng năm 2025 là 22.15 điểm.,"| Năm | Điểm |
|---|---|
| 2025 | 22.15 |","[""    ma_nganh                                                                                                         ten_nganh   nam   diem                                 khoa\n0  7540101DD  Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt)  2025  22.15  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,18.599,0.203
58,ablation_no_qe,Cho tôi hỏi điểm chuẩn ngành Công nghệ vật liệu (đào tạo bằng tiếng Việt) năm 2025?,Ngành Công nghệ vật liệu (đào tạo bằng tiếng Việt) năm 2025 có điểm trúng tuyển là 24.55 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,13.567,0.196
59,ablation_no_qe,"Năm 2024, điểm chuẩn ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) là bao nhiêu?","Theo dữ liệu, điểm chuẩn ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) năm 2024 là 22 điểm.","| ten_nganh | nam | diem |
|---|---|---|
| Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) | 2024 | 22.0 |","[""   ma_nganh                                        ten_nganh   nam  diem                                 khoa\n0  7510406V  Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt)  2024  22.0  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,18.916,0.199
60,ablation_no_qe,Ngành Công nghệ Kỹ thuật in (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,Ngành Công nghệ Kỹ thuật in (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là 22.1 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,10.531,0.192
61,ablation_no_qe,Điểm chuẩn ngành Công nghệ may (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ may (đào tạo bằng tiếng Việt) năm 2025 là 22 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, diem, nam, khoa]\nIndex: []""]",[],text2sql,11.903,0.2
62,ablation_no_qe,"Năm 2023, ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn của ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) trong năm 2023 là 22.3 điểm.,"| diem |
|------|
| 22.3 |","[""   diem\n0  22.3""]",[],text2sql,13.552,0.203
63,ablation_no_qe,Ngành Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt) năm 2025 là 21.1 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7549002V | Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt) | 2025 | 21.1 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                         ten_nganh   nam  diem                     khoa\n0  7549002V  Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt)  2025  21.1  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,12.972,0.196
64,ablation_no_qe,Cho tôi biết điểm chuẩn ngành Kiến trúc (đào tạo bằng tiếng Việt) năm 2025?,"Theo bảng điểm chuẩn, ngành Kiến trúc (đào tạo bằng tiếng Việt) năm 2025 lấy 21.75 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7580101V | Kiến trúc (đào tạo bằng tiếng Việt) | 2025 | 21.75 | KHOA XÂY DỰNG |","[""   ma_nganh                            ten_nganh   nam   diem           khoa\n0  7580101V  Kiến trúc (đào tạo bằng tiếng Việt)  2025  21.75  KHOA XÂY DỰNG""]",[],text2sql,28.895,0.193
65,ablation_no_qe,"Năm 2024, ngành Thiết kế đồ họa (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành Thiết kế đồ họa (CTĐT Tiếng Việt) trong năm 2024 lấy 26.5 điểm.,"| ma_nganh  | ten_nganh                                   | nam  | diem | khoa                         |
|----------:|---------------------------------------------|-----:|-----:|-----------------------------|
| 7210403V  | Thiết kế đồ họa (CTĐT Tiếng Việt)           | 2024 | 26.5 | KHOA IN VÀ TRUYỀN THÔNG     |","[""   ma_nganh                          ten_nganh   nam  diem                     khoa\n0  7210403V  Thiết kế đồ họa (CTĐT Tiếng Việt)  2024  26.5  KHOA IN VÀ TRUYỀN THÔNG""]",[],text2sql,17.394,0.212
