qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s,nv_accuracy,answer_relevancy
37,our_rag,"Năm 2024, ngành Tâm lý học giáo dục (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển của ngành Tâm lý học giáo dục (CTĐT Tiếng Việt) vào năm 2024 là 25.15 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem]\nIndex: []""]",[],text2sql,13.164,0.327,0.0,0.0
38,our_rag,Ngành Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước) năm 2025 có điểm chuẩn bao nhiêu?,Điểm chuẩn ngành Kinh doanh Quốc tế (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24.5 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [diem]\nIndex: []""]",[],text2sql,16.039,0.383,0.0,0.0
39,our_rag,"Năm 2022, điểm chuẩn ngành Công nghệ thông tin (CTĐT Tiếng Việt) là bao nhiêu?","Theo số liệu, ngành Công nghệ thông tin (CTĐT Tiếng Việt) năm 2022 có điểm trúng tuyển là 26.75 điểm.","| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7480201V | Công nghệ thông tin (CTĐT Tiếng Việt) | 2022 | 26.75 |","[""   ma_nganh                              ten_nganh   nam   diem\n0  7480201V  Công nghệ thông tin (CTĐT Tiếng Việt)  2022  26.75""]",[],text2sql,32.723,0.335,1.0,0.8104763041118725
40,our_rag,Ngành Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm chuẩn, ngành Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt) năm 2025 lấy 22.7 điểm.","| ma_nganh | ten_nganh                                                                 | nam  | diem  | khoa         |
|----------|---------------------------------------------------------------------------|------|-------|--------------|
| 7510102V | Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt)         | 2025 | 22.70 | KHOA XÂY DỰNG |","[""   ma_nganh                                                         ten_nganh   nam   diem           khoa\n0  7510102A   Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Anh)  2025  21.55  KHOA XÂY DỰNG\n1  7510102V  Công nghệ Kỹ thuật công trình xây dựng (đào tạo bằng tiếng Việt)  2025  22.70  KHOA XÂY DỰNG""]",[],text2sql,15.069,0.213,1.0,0.8381774874357367
41,our_rag,Xin cho biết điểm chuẩn ngành Công nghệ thực phẩm (đào tạo bằng tiếng Việt) năm 2025?,Điểm chuẩn của ngành Công nghệ thực phẩm (đào tạo bằng tiếng Việt) năm 2025 được xác định là 24.85 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7540101V | Công nghệ thực phẩm (đào tạo bằng tiếng Việt) | 2025 | 24.85 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""    ma_nganh                                                                                                         ten_nganh   nam   diem                                 khoa\n0   7540101A                                                                      Công nghệ thực phẩm (đào tạo bằng tiếng Anh)  2025  22.00  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n1  7540101DD  Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt)  2025  22.15  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM\n2   7540101V                                                                     Công nghệ thực phẩm (đào tạo bằng tiếng Việt)  2025  24.85  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,17.527,0.207,1.0,0.8605257316266567
42,our_rag,Ngành Thương mại điện tử (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm trúng tuyển ngành Thương mại điện tử (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24.7 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7340122BP | Thương mại điện tử (đào tạo tại phân hiệu Bình Phước) | 2025 | 24.7 | KHOA KINH TẾ |","[""    ma_nganh                                              ten_nganh   nam  diem          khoa\n0  7340122BP  Thương mại điện tử (đào tạo tại phân hiệu Bình Phước)  2025  24.7  KHOA KINH TẾ""]",[],text2sql,19.004,0.332,1.0,0.8979134485455207
43,our_rag,"Năm 2023, điểm chuẩn ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) là bao nhiêu?","Điểm trúng tuyển ngành Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) năm 2023 là 26.1 điểm.","| ma_nganh | ten_nganh | diem |
|---|---|---|
| 7510302V | Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt) | 26.1 |","[""   ma_nganh                                                 ten_nganh  diem\n0  7510302V  Công nghệ kỹ thuật điện tử, viễn thông (CTĐT Tiếng Việt)  26.1""]",[],text2sql,16.258,0.216,1.0,0.7754894770749908
44,our_rag,Ngành Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển của ngành Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt) năm 2025 là 25.9 điểm.,"| ma_nganh   | ten_nganh                                              | nam  | diem | khoa                  |
|------------|--------------------------------------------------------|------|------|-----------------------|
| 7480118V   | Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt)     | 2025 | 25.9 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                            ten_nganh   nam  diem                 khoa\n0  7480118V  Hệ thống nhúng và IoT (đào tạo bằng tiếng Việt)  2025  25.9  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,13.611,0.215,1.0,0.9098092148402722
45,our_rag,"Năm 2024, điểm chuẩn của ngành Luật (CTĐT Tiếng Việt) là bao nhiêu?","Theo bảng điểm, ngành Luật (CTĐT Tiếng Việt) năm 2024 lấy 25.12 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7380101V | Luật (CTĐT Tiếng Việt) | 2024 | 25.12 | KHOA CHÍNH TRỊ VÀ LUẬT |","[""   ma_nganh               ten_nganh   nam   diem                    khoa\n0  7380101V  Luật (CTĐT Tiếng Việt)  2024  25.12  KHOA CHÍNH TRỊ VÀ LUẬT""]",[],text2sql,14.676,0.215,1.0,0.8214161310090714
46,our_rag,Ngành Công nghệ chế tạo máy (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Công nghệ chế tạo máy (đào tạo bằng tiếng Việt) năm 2025 là 25.15 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510202V | Công nghệ chế tạo máy (đào tạo bằng tiếng Việt) | 2025 | 25.15 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                                        ten_nganh   nam   diem                     khoa\n0  7510202A   Công nghệ chế tạo máy (đào tạo bằng tiếng Anh)  2025  22.80  KHOA CƠ KHÍ CHẾ TẠO MÁY\n1  7510202N  Công nghệ chế tạo máy (đào tạo bằng tiếng Nhật)  2025  22.80  KHOA CƠ KHÍ CHẾ TẠO MÁY\n2  7510202V  Công nghệ chế tạo máy (đào tạo bằng tiếng Việt)  2025  25.15  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,16.625,0.202,1.0,0.8818166327648703
47,our_rag,Cho tôi hỏi điểm chuẩn ngành Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt) năm 2025?,"Theo dữ liệu tuyển sinh, ngành Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt) năm 2025 lấy 25.8 điểm.","| ma_nganh | ten_nganh | diem | nam | khoa |
|---|---|---|---|---|
| 7520212V | Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt) | 25.80 | 2025 | KHOA ĐIỆN - ĐIỆN TỬ |","[""   ma_nganh                                                   ten_nganh   diem   nam                 khoa\n0  7520212A   Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Anh)  22.15  2025  KHOA ĐIỆN - ĐIỆN TỬ\n1  7520212V  Kỹ thuật y sinh (Điện tử y sinh) (đào tạo bằng tiếng Việt)  25.80  2025  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,14.89,0.425,1.0,0.7833318662088954
48,our_rag,"Năm 2023, điểm chuẩn ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) là bao nhiêu?",Điểm trúng tuyển của ngành Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) năm 2023 là 25.8 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt) | 2023 | 25.8 |","[""   ma_nganh                                     ten_nganh   nam  diem                                 khoa\n0  7510401V  Công nghệ kỹ thuật hóa học (CTĐT Tiếng Việt)  2023  25.8  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,13.639,0.203,1.0,0.811379179002062
49,our_rag,Ngành Quản lý công nghiệp (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm, ngành Quản lý công nghiệp (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là 24.6 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---|---|---|
| 7510601V | Quản lý công nghiệp (đào tạo bằng tiếng Việt) | 2025 | 24.6 | KHOA KINH TẾ |","[""    ma_nganh                                               ten_nganh   nam  diem          khoa\n0   7510601A            Quản lý công nghiệp (đào tạo bằng tiếng Anh)  2025  22.0  KHOA KINH TẾ\n1  7510601BP  Quản lý công nghiệp (đào tạo tại phân hiệu Bình Phước)  2025  22.0  KHOA KINH TẾ\n2   7510601V           Quản lý công nghiệp (đào tạo bằng tiếng Việt)  2025  24.6  KHOA KINH TẾ""]",[],text2sql,15.841,0.203,1.0,0.8216542268291164
50,our_rag,Ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là bao nhiêu?,Điểm trúng tuyển của ngành Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt) năm 2025 là 24.7 điểm.,"| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7510206V | Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt) | 2025 | 24.7 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                           ten_nganh   nam  diem                  khoa\n0  7510206V  Công nghệ Kỹ thuật nhiệt (đào tạo bằng tiếng Việt)  2025  24.7  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,20.367,0.205,1.0,0.8808426206185859
51,our_rag,Cho tôi biết điểm chuẩn ngành Năng lượng tái tạo (đào tạo bằng tiếng Việt) năm 2025?,Ngành Năng lượng tái tạo (đào tạo bằng tiếng Việt) trong kỳ tuyển sinh năm 2025 có mức điểm chuẩn là 24 điểm.,"| ma_nganh | ten_nganh | diem | nam | khoa |
|---|---|---:|---:|---|
| 7510208V | Năng lượng tái tạo (đào tạo bằng tiếng Việt) | 24.0 | 2025 | KHOA CƠ KHÍ ĐỘNG LỰC |","[""   ma_nganh                                     ten_nganh  diem   nam                  khoa\n0  7510208V  Năng lượng tái tạo (đào tạo bằng tiếng Việt)  24.0  2025  KHOA CƠ KHÍ ĐỘNG LỰC""]",[],text2sql,15.985,0.221,1.0,0.8286128022655178
52,our_rag,"Năm 2024, ngành Kiến trúc (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm trúng tuyển ngành Kiến trúc (CTĐT Tiếng Việt) năm 2024 là 22.97 điểm.,"| diem  |
|------:|
| 22.97 |
| 22.77 |","[""    diem\n0  22.97\n1  22.77""]",[],text2sql,13.939,0.339,0.0,0.7266578958768285
53,our_rag,Ngành Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước) năm 2025 lấy bao nhiêu điểm?,"Theo dữ liệu, điểm chuẩn ngành Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước) năm 2025 là 24 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7220201BP | Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước) | 2025 | 24.0 | KHOA NGOẠI NGỮ |","[""    ma_nganh                                        ten_nganh   nam  diem            khoa\n0   7220201V           Ngôn ngữ Anh (đào tạo bằng tiếng Việt)  2025  26.6  KHOA NGOẠI NGỮ\n1  7220201BP  Ngôn ngữ Anh (đào tạo tại phân hiệu Bình Phước)  2025  24.0  KHOA NGOẠI NGỮ""]",[],text2sql,12.638,0.203,1.0,0.888158989669051
54,our_rag,Điểm chuẩn ngành Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,"Theo thông tin, điểm trúng tuyển ngành Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt) năm 2025 là 27.7 điểm.","| ma_nganh | ten_nganh                                                     | nam  | diem |
|----------|----------------------------------------------------------------|------|------|
| 7510203V | Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt)        | 2025 | 27.7 |","[""   ma_nganh                                                ten_nganh   nam  diem\n0  7510203A   Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Anh)  2025  25.0\n1  7510203V  Công nghệ Kỹ thuật cơ điện tử (đào tạo bằng tiếng Việt)  2025  27.7""]",[],text2sql,15.824,0.338,1.0,0.7870623527605684
55,our_rag,Ngành Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt) năm 2025 yêu cầu bao nhiêu điểm?,Điểm trúng tuyển của ngành Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt) năm 2025 là 24.1 điểm.,"| ten_nganh | nam | diem |
|---|---|---|
| Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt) | 2025 | 24.1 |","[""   ma_nganh                                       ten_nganh   nam  diem                     khoa\n0  7520117V  Kỹ thuật công nghiệp (đào tạo bằng tiếng Việt)  2025  24.1  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,14.19,0.202,1.0,0.8046973609970548
56,our_rag,"Năm 2023, ngành Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn ngành Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) năm 2023 là 23.35 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt) | 2023 | 23.35 |","[""   ma_nganh                                               ten_nganh   nam   diem                        khoa\n0  7810202V  Quản trị nhà hàng và dịch vụ ăn uống (CTĐT Tiếng Việt)  2023  23.35  KHOA THỜI TRANG VÀ DU LỊCH""]",[],text2sql,17.158,0.379,1.0,0.8444862642266221
57,our_rag,Ngành Khoa học thực phẩm & Dinh dưỡng năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển của chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng năm 2025 là 22.15 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt) | 2025 | 22.15 |","[""    ma_nganh                                                                                                         ten_nganh   nam   diem                                 khoa\n0  7540101DD  Chương trình đào tạo Khoa học thực phẩm & Dinh dưỡng (thuộc ngành Công nghệ thực phẩm) (đào tạo bằng tiếng Việt)  2025  22.15  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,14.532,0.206,1.0,0.8588931373378857
58,our_rag,Cho tôi hỏi điểm chuẩn ngành Công nghệ vật liệu (đào tạo bằng tiếng Việt) năm 2025?,Ngành Công nghệ vật liệu (đào tạo bằng tiếng Việt) năm 2025 có điểm trúng tuyển là 24.55 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,13.666,0.33,0.0,0.0
59,our_rag,"Năm 2024, điểm chuẩn ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) là bao nhiêu?","Theo dữ liệu, điểm chuẩn ngành Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) năm 2024 là 22 điểm.","| ma_nganh | ten_nganh | diem | khoa |
|---|---|---:|---|
| 7510406V | Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt) | 22.0 | KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM |","[""   ma_nganh                                        ten_nganh  diem                                 khoa\n0  7510406V  Công nghệ kỹ thuật môi trường (CTĐT Tiếng Việt)  22.0  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM""]",[],text2sql,16.359,0.213,1.0,0.7652053581822776
60,our_rag,Ngành Công nghệ Kỹ thuật in (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,Ngành Công nghệ Kỹ thuật in (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là 22.1 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,11.35,0.21,0.0,0.0
61,our_rag,Điểm chuẩn ngành Công nghệ may (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,Điểm trúng tuyển ngành Công nghệ may (đào tạo bằng tiếng Việt) năm 2025 là 22 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, nam, diem, khoa]\nIndex: []""]",[],text2sql,10.42,0.203,0.0,0.0
62,our_rag,"Năm 2023, ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Điểm chuẩn của ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) trong năm 2023 là 22.3 điểm.,"| ma_nganh | ten_nganh | diem | khoa |
|---|---|---:|---|
| 7520117V | Kỹ thuật công nghiệp (CTĐT Tiếng Việt) | 22.3 | KHOA CƠ KHÍ CHẾ TẠO MÁY |","[""   ma_nganh                               ten_nganh  diem                     khoa\n0  7520117V  Kỹ thuật công nghiệp (CTĐT Tiếng Việt)  22.3  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,13.503,0.22,1.0,0.7535673940866366
63,our_rag,Ngành Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt) năm 2025 là 21.1 điểm.,"| ten_nganh | nam | diem |
|---|---:|---:|
| Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt) | 2025 | 21.1 |","[""   ma_nganh                                         ten_nganh   nam  diem                     khoa\n0  7549002V  Kỹ nghệ gỗ và nội thất (đào tạo bằng tiếng Việt)  2025  21.1  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,16.104,0.215,1.0,0.8257987498192293
64,our_rag,Cho tôi biết điểm chuẩn ngành Kiến trúc (đào tạo bằng tiếng Việt) năm 2025?,"Theo bảng điểm chuẩn, ngành Kiến trúc (đào tạo bằng tiếng Việt) năm 2025 lấy 21.75 điểm.","| ma_nganh | ten_nganh | diem | khoa |
|---|---|---:|---|
| 7580101V | Kiến trúc (đào tạo bằng tiếng Việt) | 21.75 | KHOA XÂY DỰNG |","[""   ma_nganh                            ten_nganh   diem           khoa\n0  7580101V  Kiến trúc (đào tạo bằng tiếng Việt)  21.75  KHOA XÂY DỰNG""]",[],text2sql,14.091,0.368,1.0,0.8277858072078533
65,our_rag,"Năm 2024, ngành Thiết kế đồ họa (CTĐT Tiếng Việt) lấy bao nhiêu điểm?",Ngành Thiết kế đồ họa (CTĐT Tiếng Việt) trong năm 2024 lấy 26.5 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---|---|
| 7210403V | Thiết kế đồ họa (CTĐT Tiếng Việt) | 2024 | 26.5 |","[""   ma_nganh                          ten_nganh   nam  diem\n0  7210403V  Thiết kế đồ họa (CTĐT Tiếng Việt)  2024  26.5""]",[],text2sql,14.22,0.329,1.0,0.8304175777253094
66,our_rag,Ngành Kiến trúc nội thất (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn bao nhiêu?,Điểm trúng tuyển ngành Kiến trúc nội thất (đào tạo bằng tiếng Việt) năm 2025 là 21.2 điểm.,Không có đủ thông tin để trả lời.,"[""Empty DataFrame\nColumns: [ma_nganh, ten_nganh, diem, khoa]\nIndex: []""]",[],text2sql,11.016,0.352,0.0,0.0
67,our_rag,Ngành Kỹ thuật xây dựng công trình giao thông (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Kỹ thuật xây dựng công trình giao thông (đào tạo bằng tiếng Việt) năm 2025 là 22.5 điểm.,"| ma_nganh   | ten_nganh                                                          | nam  | diem | KHOA            |
|------------|---------------------------------------------------------------------|------|------|-----------------|
| 7580205V   | Kỹ thuật xây dựng công trình giao thông (đào tạo bằng tiếng Việt)   | 2025 | 22.5 | KHOA XÂY DỰNG   |","[""   ma_nganh                                                          ten_nganh   nam  diem           khoa\n0  7580205V  Kỹ thuật xây dựng công trình giao thông (đào tạo bằng tiếng Việt)  2025  22.5  KHOA XÂY DỰNG""]",[],text2sql,14.724,0.205,1.0,0.8128215351678456
68,our_rag,"Năm 2023, điểm chuẩn ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) là bao nhiêu?","Theo dữ liệu tuyển sinh, điểm chuẩn ngành Công nghệ kỹ thuật in (CTĐT Tiếng Việt) năm 2023 là 20.5 điểm.","| diem |
| --- |
| 20.5 |","[""   diem\n0  20.5""]",[],text2sql,18.472,0.205,0.25,0.7476719038368117
69,our_rag,Ngành Quản lý xây dựng (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,"Theo bảng điểm, điểm trúng tuyển ngành Quản lý xây dựng (đào tạo bằng tiếng Việt) năm 2025 là 22.5 điểm.","| ma_nganh | ten_nganh | nam | diem | khoa |
|---|---|---:|---:|---|
| 7580302V | Quản lý xây dựng (đào tạo bằng tiếng Việt) | 2025 | 22.5 | KHOA XÂY DỰNG |","[""    ma_nganh                                            ten_nganh   nam  diem           khoa\n0  7580302BP  Quản lý xây dựng (đào tạo tại phân hiệu Bình Phước)  2025  22.5  KHOA XÂY DỰNG\n1   7580302V           Quản lý xây dựng (đào tạo bằng tiếng Việt)  2025  22.5  KHOA XÂY DỰNG""]",[],text2sql,16.934,0.355,1.0,0.8304830352394612
70,our_rag,Điểm chuẩn ngành Quản trị NH và DV ăn uống (đào tạo bằng tiếng Việt) năm 2025 là bao nhiêu?,Ngành Quản trị NH và DV ăn uống (đào tạo bằng tiếng Việt) năm 2025 có điểm chuẩn là 23.35 điểm.,"| diem |
| ---: |
| 24.74 |
| 23.35 |","[""    diem\n0  24.74\n1  23.35""]",[],text2sql,21.462,0.213,0.5,0.7238917349453219
71,our_rag,Cho tôi hỏi điểm chuẩn ngành Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt) năm 2025?,Điểm trúng tuyển ngành Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt) năm 2025 là 22 điểm.,"| ma_nganh | ten_nganh                                              | nam  | diem | khoa            |
|----------|---------------------------------------------------------|------|------|-----------------|
| 7840110V | Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt)   | 2025 | 22.0 | KHOA XÂY DỰNG |","[""   ma_nganh                                              ten_nganh   nam  diem           khoa\n0  7840110V  Quản lý và vận hành hạ tầng (đào tạo bằng tiếng Việt)  2025  22.0  KHOA XÂY DỰNG""]",[],text2sql,15.023,0.371,1.0,0.8332485913614257
72,our_rag,"Năm 2024, điểm chuẩn ngành Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt) là bao nhiêu?",Điểm trúng tuyển ngành Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt) năm 2024 là 21.55 điểm.,"| ma_nganh | ten_nganh | nam | diem |
|---|---|---:|---:|
| 7580205V | Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt) | 2024 | 21.55 |","[""   ma_nganh                                                  ten_nganh   nam   diem\n0  7580205V  Kỹ thuật xây dựng công trình giao thông (CTĐT Tiếng Việt)  2024  21.55""]",[],text2sql,17.037,0.327,1.0,0.8448480509066734
73,our_rag,Ngành Môi trường và Phát triển bền vững năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển chương trình đào tạo Môi trường và Phát triển bền vững năm 2025 là 21.25 điểm.,"| Ngành | Năm | Điểm |
|---|---:|---:|
| Chương trình đào tạo Môi trường và Phát triển bền vững (thuộc ngành Quản lý tài nguyên & môi trường) (đào tạo bằng tiếng Việt) | 2025 | 21.25 |","[""    diem  ma_nganh                                                                                                                       ten_nganh                                 khoa   nam\n0  21.25  7850101V  Chương trình đào tạo Môi trường và Phát triển bền vững (thuộc ngành Quản lý tài nguyên & môi trường) (đào tạo bằng tiếng Việt)  KHOA CÔNG NGHỆ HÓA HỌC VÀ THỰC PHẨM  2025""]",[],text2sql,18.94,0.202,1.0,0.8576795608880076
74,our_rag,Điểm chuẩn ngành Công nghệ thông tin (đào tạo bằng tiếng Anh) năm 2025 là bao nhiêu?,"Theo dữ liệu, điểm trúng tuyển ngành Công nghệ thông tin (đào tạo bằng tiếng Anh) năm 2025 là 26.4 điểm.","| ten_nganh | ma_nganh | diem |
|---|---|---|
| Công nghệ thông tin (đào tạo bằng tiếng Anh) | 7480201A | 26.4 |","[""                                      ten_nganh  ma_nganh  diem\n0  Công nghệ thông tin (đào tạo bằng tiếng Anh)  7480201A  26.4""]",[],text2sql,16.129,0.213,1.0,0.798370278622358
75,our_rag,"Năm 2022, ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) lấy điểm chuẩn bao nhiêu?",Điểm trúng tuyển ngành Kỹ thuật công nghiệp (CTĐT Tiếng Việt) năm 2022 là 17 điểm.,"| ten_nganh                                   | nam  | diem |
|---------------------------------------------|:----:|:----:|
| Kỹ thuật công nghiệp (CTĐT Tiếng Việt)      | 2022 | 17.0 |","[""   ma_nganh                               ten_nganh   nam  diem                     khoa\n0  7520117V  Kỹ thuật công nghiệp (CTĐT Tiếng Việt)  2022  17.0  KHOA CƠ KHÍ CHẾ TẠO MÁY""]",[],text2sql,18.518,0.335,1.0,0.7904958786772855
76,our_rag,Ngành Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Việt) năm 2025 lấy bao nhiêu điểm?,Điểm trúng tuyển ngành Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Việt) năm 2025 là 26.2 điểm.,"|ma_nganh|ten_nganh|nam|diem|khoa|
|---:|---|---:|---:|---|
|7480108V|Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Việt)|2025|26.20|KHOA ĐIỆN - ĐIỆN TỬ|","[""   ma_nganh                                              ten_nganh   nam   diem                 khoa\n0  7480108A   Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Anh)  2025  25.45  KHOA ĐIỆN - ĐIỆN TỬ\n1  7480108V  Công nghệ Kỹ thuật máy tính (đào tạo bằng tiếng Việt)  2025  26.20  KHOA ĐIỆN - ĐIỆN TỬ""]",[],text2sql,13.747,0.536,1.0,0.8397998371122372
