qid,pipeline,question,ground_truth_answer,generated_answer,context,retrieved_doc_contents,tool_used,latency_s,latency_cached_s,nv_accuracy,answer_relevancy
153,llm_only,Cán bộ Đoàn cấp trường được cộng tối đa mấy ngày CTXH một năm?,Sinh viên giữ vai trò cán bộ Đoàn cấp trường có thể được cộng tối đa là 4 ngày công tác xã hội trong một năm học.,"Theo quy chế thường áp dụng tại nhiều trường (và theo quy ước của HCMUTE trong các văn bản nội bộ), cán bộ Đoàn cấp trường được cộng tối đa 30 ngày CTXH (công tác xã hội) trong một năm.

Lưu ý: Quy định có thể được cập nhật hoặc có chi tiết khác tùy theo văn bản cụ thể của Trường. Để chắc chắn, bạn nên liên hệ trực tiếp Phòng Công tác Sinh viên hoặc Ban Thường vụ Đoàn Trường HCMUTE để xác nhận văn bản hiện hành.",[],[],none,20.304,0.221,0.0,0.0
154,llm_only,Đạt giải Nhất thi tay nghề quốc tế được mấy ngày CTXH?,"Thành tích đạt giải Nhất trong kỳ thi tay nghề quốc tế sẽ được quy đổi từ 1,5 đến 3 ngày công tác xã hội cho sinh viên.","Mình cần hỏi lại 1 chút để trả lời chính xác: bạn nói “CTXH” ở đây có nghĩa là “ngày công tác xã hội” (số ngày được công nhận/miễn tham gia chương trình công tác xã hội) chứ? 

Hiện tại mình không có số liệu cập nhật cụ thể về chính sách quy đổi/miễn ngày CTXH của HCMUTE cho sinh viên đạt giải (nhất) thi tay nghề quốc tế. Quy định này thường do Phòng Công tác Sinh viên hoặc Ban Tuyển sinh của trường ban hành và có thể thay đổi theo năm học.

Đề xuất cách làm nhanh để có câu trả lời chính xác:
- Kiểm tra Thông báo/Tuyển sinh của HCMUTE trên website chính thức (hcmute.edu.vn) mục “Tuyển sinh” hoặc “Thông báo”.
- Liên hệ trực tiếp Phòng Công tác Sinh viên hoặc Phòng Tuyển sinh HCMUTE để hỏi: họ sẽ cho biết số ngày CTXH được công nhận cho từng loại giải (quốc gia/quốc tế) và thủ tục để được công nhận.
- Nếu bạn muốn, mình có thể soạn sẵn mẫu email hoặc câu hỏi để bạn gửi sang trường. Bạn cần mẫu không?",[],[],none,21.818,0.23,0.0,0.0
155,llm_only,Thủ khoa tuyển sinh đầu vào được thưởng bao nhiêu?,Tân sinh viên đạt danh hiệu Thủ khoa đầu vào sẽ được tặng giấy khen cùng tiền thưởng trị giá 2.000.000 đồng.,"Chào bạn. Thông tin ngắn gọn:

- Mức thưởng cho “thủ khoa tuyển sinh đầu vào” tại HCMUTE không cố định mà được nhà trường quy định và công bố theo từng năm học trong Thông báo tuyển sinh hoặc Quyết định khen thưởng của trường.  
- Thường hình thức khen thưởng gồm: tiền mặt hoặc học bổng (miễn/giảm học phí), giấy khen và quà lưu niệm. Mức tiền cụ thể có thể thay đổi từng năm.

Mình không có con số cập nhật nhất. Để biết chính xác mức thưởng của năm bạn quan tâm, bạn có thể:
1. Kiểm tra mục Tuyển sinh trên website chính thức của HCMUTE: https://hcmute.edu.vn/  
2. Xem “Thông báo tuyển sinh” hoặc “Quyết định khen thưởng” của năm tương ứng trên trang tin của trường.  
3. Liên hệ trực tiếp Phòng Tuyển sinh / Phòng Công tác Sinh viên của HCMUTE qua số điện thoại hoặc email được cập nhật trên website để hỏi rõ mức thưởng năm đó.

Nếu bạn cho biết năm tuyển sinh cụ thể, mình sẽ hướng dẫn chi tiết hơn hoặc giúp soạn câu hỏi để bạn gửi tới phòng tuyển sinh.",[],[],none,32.265,0.22,0.25,0.0
156,llm_only,SV đạt giải Nhất NCKH cấp Quốc gia được thưởng bao nhiêu?,Giải Nhất Nghiên cứu khoa học cấp Quốc gia có mức thưởng là 2.000.000 đồng cho cá nhân và 5.000.000 đồng cho tập thể.,"Cảm ơn câu hỏi. Mình cần hỏi lại để trả lời chính xác hơn:

Bạn muốn hỏi về
1) quyền lợi trong tuyển sinh (ví dụ được tuyển thẳng/ưu tiên cộng điểm khi nộp hồ sơ vào HCMUTE), hay
2) phần thưởng tiền mặt (khen thưởng) mà Trường trao cho sinh viên đang học khi đạt Giải Nhất NCKH cấp quốc gia?

Giải thích nhanh để bạn tham khảo trong khi chờ trả lời:
- Nếu bạn hỏi về tuyển sinh: Thí sinh đạt giải Nhất NCKH cấp quốc gia thường thuộc diện được ưu tiên tuyển thẳng/ưu tiên xét tuyển theo quy định của Bộ GD&ĐT và theo thông báo tuyển sinh của từng trường. HCMUTE thường đưa ra hướng dẫn cụ thể trong Đề án/Tuyển sinh từng năm (mục ""điều kiện tuyển thẳng/ưu tiên""), nên cần xem thông báo tuyển sinh của HCMUTE cho năm bạn dự tuyển để biết chi tiết (được tuyển thẳng vào ngành nào, có giới hạn chỉ tiêu hay không, thủ tục khai báo bằng khen/giấy tờ…).

- Nếu bạn hỏi về phần thưởng tiền mặt cho sinh viên của trường: Mức thưởng do Trường (qua Quy chế khen thưởng sinh viên hoặc quyết định của Hiệu trưởng) quy định và có thể thay đổi theo từng năm. Mình không có con số cố định cập nhật hiện tại, nên để biết chính xác bạn nên liên hệ Phòng Công tác Sinh viên HCMUTE hoặc xem “Quy định khen thưởng”/thông báo trên website chính thức của Trường.

Muốn mình tra cụ thể cho bạn (ví dụ xét tuyển năm nào hoặc kiểm tra mức thưởng hiện hành), vui lòng cho biết bạn hỏi cho năm/tình huống nào (ứng viên dự tuyển hay sinh viên đang học), mình sẽ hướng dẫn cụ thể cách kiểm tra hoặc soạn email/trả lời mẫu để bạn gửi tới trường.",[],[],none,29.487,0.361,0.0,0.0
157,llm_only,Giải Nhất Olympic cấp trường thưởng bao nhiêu tiền ạ?,Sinh viên đạt giải Nhất trong các kỳ thi Olympic cấp trường sẽ nhận được phần thưởng trị giá 1.000.000 đồng.,"Chào bạn, mình là trợ lý tuyển sinh HCMUTE.

Mình không có con số cố định cập nhật cho mọi cuộc thi — mức thưởng “Giải Nhất” ở các Olympic cấp trường của HCMUTE thường do từng đơn vị (Khoa/Đoàn/Hội/Phòng tổ chức) quyết định và thay đổi theo năm, tài trợ, ngân sách. Thông thường ở nhiều trường đại học, giải Nhất cấp trường thường dao động khoảng 3–5 triệu đồng kèm giấy chứng nhận, cúp/hoa và có khi có quà tài trợ; nhưng đó chỉ là tham khảo chứ không phải con số chính thức của HCMUTE năm nay.

Để biết chính xác:
- Kiểm tra thông báo/nội quy của cuộc thi trên website HCMUTE hoặc fanpage/Group của Ban Tổ chức (Đoàn Thanh niên, Hội Sinh viên, Khoa tổ chức).
- Liên hệ Phòng Công tác Sinh viên hoặc trực tiếp Ban Tổ chức cuộc thi để hỏi mức thưởng cụ thể.

Nếu bạn cho biết tên cuộc thi và năm tổ chức, mình có thể hướng dẫn cụ thể hơn hoặc giúp soạn email/ tin nhắn hỏi ban tổ chức.",[],[],none,18.476,0.437,0.0,0.0
158,llm_only,"Danh hiệu ""Sinh viên 5 tốt"" cấp Trung ương được thưởng bao nhiêu?",3.000.000 đồng.,"Chào bạn. Thông tin ngắn gọn:

- Danh hiệu ""Sinh viên 5 tốt"" cấp Trung ương thường kèm theo Bằng khen, Huy hiệu và phần thưởng bằng tiền do Trung ương Đoàn quy định.
- Mức tiền thưởng có thể thay đổi theo năm/Quyết định của Trung ương Đoàn. Tham khảo thực tế trong những năm gần đây, mức thưởng cấp Trung ương thường ở khoảng vài triệu đồng (ví dụ từng có năm khoảng 2–4 triệu đồng), nhưng con số này không cố định và có thể khác trong năm hiện hành.

Để có con số chính xác và cập nhật nhất, bạn nên liên hệ:
- Phòng Công tác Chính trị - Học sinh, Sinh viên (CTCT-HSSV) hoặc Ban Đoàn Thanh niên của Trường (HCMUTE) — họ sẽ có thông tin về phần thưởng công nhận và thủ tục đề nghị;
- Hoặc tra cứu thông báo chính thức của Trung ương Đoàn/Đoàn Thanh niên Trường trên website hoặc fanpage của nhà trường.

Nếu bạn muốn, tôi có thể hướng dẫn cách liên hệ cụ thể với Phòng CTCT-HSSV HCMUTE hoặc tìm thông báo mới nhất cho bạn. Bạn có cần mình hỗ trợ thêm không?",[],[],none,29.128,0.236,0.25,0.0
159,llm_only,Lớp sinh viên tiên tiến cần có bao nhiêu phần trăm SV khá trở lên?,"Để đạt danh hiệu lớp sinh viên tiên tiến, lớp cần có ít nhất 20% tổng số sinh viên đạt xếp loại học tập từ mức Khá trở lên.","Mình không có quyền truy cập vào văn bản nội bộ mới nhất của HCMUTE, nên không thể khẳng định con số chính thức hiện hành của Trường. Tuy nhiên, theo thông lệ ở nhiều trường đại học và trong các tiêu chí phân loại lớp “sinh viên tiên tiến”/“lớp tiên tiến”, yêu cầu thường rơi vào khoảng:

- Khoảng 60–75% sinh viên đạt loại Khá trở lên; nhiều nơi hay lấy mốc ~70% làm tiêu chuẩn.

Để chắc chắn theo quy định chính thức của HCMUTE, bạn nên:
- Kiểm tra Quy chế đào tạo/Quy định đánh giá chất lượng lớp trên website trường (hcmute.edu.vn) mục Đào tạo/Tuyển sinh hoặc Văn bản – Thông báo; hoặc
- Liên hệ trực tiếp Phòng Đào tạo hoặc Ban Chủ nhiệm Khoa để hỏi văn bản quy định hiện hành.

Muốn, mình có thể giúp soạn email hoặc tin nhắn hỏi Phòng Đào tạo để bạn gửi nhanh. Bạn có muốn mình soạn mẫu không?",[],[],none,19.557,0.232,0.0,0.0
160,llm_only,SV tốt nghiệp Thủ khoa ngành được thưởng thêm bao nhiêu?,Sinh viên tốt nghiệp đạt danh hiệu Thủ khoa của ngành sẽ được nhà trường trao thưởng thêm 300.000 đồng.,"Ngắn gọn: không có mức tiền “cố định” chung áp dụng suốt — mức thưởng cho sinh viên tốt nghiệp thủ khoa ngành do Hội đồng Trường/nhà trường quyết định và có thể thay đổi theo năm.

Một số thông tin hữu ích:
- Thủ khoa ngành thường được khen thưởng bằng tiền mặt + giấy khen (có khi kèm bằng khen, quà hoặc suất học bổng), nhưng số tiền cụ thể tùy Quyết định/kế hoạch khen thưởng của Trường cho năm tốt nghiệp đó.
- Mức tiền thường thấy ở các trường đại học Việt Nam nằm trong khoảng vài triệu đồng (ví dụ 2–5 triệu), nhưng HCMUTE có thể cao hơn hoặc thấp hơn tùy năm — vì vậy không nên lấy con số này làm chính thức.

Muốn biết chính xác (theo năm tốt nghiệp cụ thể), bạn có thể:
1. Kiểm tra Thông báo/Tin tức về khen thưởng tốt nghiệp trên trang chủ HCMUTE: https://hcmute.edu.vn/  
2. Liên hệ Phòng Công tác Chính trị – Công tác Sinh viên hoặc Phòng Đào tạo của HCMUTE để hỏi mức khen thưởng hiện hành.

Nếu bạn cho biết năm tốt nghiệp hoặc muốn, mình có thể hướng dẫn cụ thể cách tìm thông tin trên trang trường hoặc soạn email/ tin nhắn mẫu để bạn gửi hỏi nhà trường.",[],[],none,22.426,0.211,0.25,0.0
161,llm_only,Tốt nghiệp trước thời hạn đạt loại Giỏi được thưởng bao nhiêu?,Sinh viên tốt nghiệp trước thời hạn thiết kế và đạt loại Giỏi trở lên sẽ được nhận thêm mức thưởng 300.000 đồng.,"Hiện mình không có con số khen thưởng cụ thể, cập nhật mới nhất của HCMUTE có thể thay đổi theo từng năm và được quy định bằng các quyết định/ thông báo của nhà trường. Thông thường nhà trường khen thưởng (bằng tiền mặt và/hoặc giấy khen) cho sinh viên tốt nghiệp trước thời hạn đạt loại Giỏi, nhưng mức tiền cụ thể và điều kiện (ví dụ số tín chỉ hoàn thành, không có kỷ luật, hồ sơ đề nghị…) được ấn định trong quyết định khen thưởng của Hiệu trưởng hàng năm.

Để biết chính xác mức thưởng hiện tại bạn làm như sau:
- Tra cứu trên website chính thức của HCMUTE: https://hcmute.edu.vn ở các mục “Văn bản – Thông báo” hoặc “Học bổng – Khen thưởng”.
- Liên hệ trực tiếp Phòng Công tác Sinh viên hoặc Phòng Đào tạo của trường để hỏi mức thưởng và thủ tục (bản sao bảng điểm, quyết định công nhận tốt nghiệp trước thời hạn, đơn đề nghị…).

Nếu bạn muốn, cho mình biết bạn đang là sinh viên khóa nào/thuộc khoa nào, mình sẽ hướng dẫn cụ thể hồ sơ cần chuẩn bị hoặc giúp soạn email/ cuộc gọi hỏi phòng chức năng của trường.",[],[],none,21.312,0.337,0.0,0.0
162,llm_only,Giải thưởng Sao tháng giêng trị giá bao nhiêu tiền?,Mỗi suất giải thưởng Sao tháng giêng trao tặng cho sinh viên có trị giá là 2.500.000 đồng.,"Chào bạn — mình là trợ lý tuyển sinh HCMUTE.

Giải thưởng ""Sao Tháng Giêng"" không có một mức tiền cố định chung cho tất cả; mức tiền và hình thức khen thưởng thay đổi theo từng năm và theo ""cấp"" giải (cấp Trường, cấp Tỉnh/Thành, cấp Trung ương). Thông thường:

- Cấp Trung ương: nhận bằng khen và tiền mặt (mức thường ở vài triệu đồng, nhưng không cố định).  
- Cấp tỉnh/thành hoặc cấp trường: thường là bằng khen và/hoặc tiền mặt hoặc suất học bổng nhỏ (mức có thể thấp hơn, ví dụ vài trăm nghìn đến vài triệu đồng tùy năm).

Để biết chính xác mức tiền giải “Sao Tháng Giêng” dành cho sinh viên HCMUTE năm nay, bạn nên kiểm tra thông báo chính thức của Trường hoặc liên hệ Phòng Công tác Sinh viên/Hội Sinh viên HCMUTE. Mình có thể hướng dẫn bạn cách tra trên website trường hoặc giúp soạn email/lời gọi nếu bạn muốn — bạn muốn mình làm gì tiếp theo?",[],[],none,25.694,0.329,0.0,0.0
163,llm_only,Nhờ người thi hộ bị xử lý thế nào ạ?,Hành vi nhờ người thi hộ sẽ bị đình chỉ học tập 1 năm ở lần vi phạm đầu tiên và bị buộc thôi học nếu tái phạm lần thứ hai.,"Chào bạn. Việc nhờ người thi hộ (thi hộ, làm bài hộ hoặc sử dụng người khác để giả danh dự thi) là hành vi vi phạm nghiêm trọng quy định thi và quy chế tuyển sinh. Tại HCMUTE và theo quy định chung của ngành Giáo dục, các hình thức xử lý có thể gồm:

- Hủy kết quả thi của thí sinh bị phát hiện (kết quả bài thi, điểm, hoặc cả kết quả tuyển sinh).  
- Hủy kết quả trúng tuyển và không cho nhập học (nếu phát hiện sau khi đã có kết quả trúng tuyển).  
- Áp dụng kỷ luật học viên/sinh viên: cảnh cáo, đình chỉ học, đuổi học, tùy mức độ vi phạm.  
- Cấm tham gia kỳ thi/tuyển sinh trong một thời hạn nhất định hoặc vĩnh viễn, tùy mức độ.  
- Người giúp thi hộ (đã vào làm thay) cũng có thể bị hủy kết quả, xử lý kỷ luật và có thể bị xử lý hành chính hoặc hình sự nếu có hành vi gian lận, làm giả giấy tờ, tổ chức đường dây gian lận.  
- Trong các trường hợp nghiêm trọng (làm giả giấy tờ, tổ chức gian lận có tính chất hình sự), cơ quan nhà trường sẽ phối hợp cơ quan công an/viên chức quản lý thi để chuyển hồ sơ xử lý theo pháp luật.

Quy trình xử lý tại HCMUTE thường là: phát hiện/tiếp nhận thông tin → xác minh, thu thập chứng cứ → họp hội đồng kỷ luật/thi để ra quyết định → ban hành kết luận và thông báo, phối hợp cơ quan chức năng nếu cần.

Nếu bạn hoặc người thân đang gặp vụ việc liên quan:
- Không nên che giấu; liên hệ ngay Phòng Tuyển sinh hoặc Phòng Công tác Sinh viên/Phòng Thanh tra — Pháp chế của trường để được hướng dẫn cụ thể.  
- Chuẩn bị giấy tờ, bằng chứng, và nếu cần có thể yêu cầu xem biên bản, quyết định xử lý; nếu không đồng ý với quyết định, có thể khiếu nại theo quy định.  
- Trong trường hợp nghiêm trọng có yếu tố hình sự, nên cân nhắc tư vấn luật sư.

Nếu bạn cần, cho biết cụ thể hơn (ví dụ: bị phát hiện ở kỳ thi nào, phát hiện trước hay sau khi nhập học, bạn là thí sinh hay người báo), mình sẽ hướng dẫn chi tiết quy trình liên hệ và những bước cần làm.",[],[],none,29.014,0.332,0.25,0.7660390152620611
164,llm_only,Sinh viên có được mang tài liệu vào phòng thi không?,"Không, hành vi mang tài liệu vào phòng thi sẽ bị xử lý kỷ luật tùy mức độ từ khiển trách đến buộc thôi học.","Chào bạn. Thông tin chung như sau (áp dụng cho cả kỳ thi tuyển sinh lẫn các kỳ thi học phần, trừ khi có thông báo khác):

- Về nguyên tắc: Thí sinh/sinh viên KHÔNG được mang tài liệu, sách vở, giấy ghi chú, hay thiết bị hỗ trợ tra cứu/ghi nhớ vào phòng thi, trừ khi đề thi được quy định là “mở sách” (open‑book) hoặc giảng viên/ban tổ chức có thông báo cho phép trước.
- Đồ được mang: Giấy tờ tùy thân (CMND/CCCD/hộ chiếu), thẻ/giấy báo dự thi, bút viết, thước kẻ, compa... (và máy tính cầm tay hoặc các dụng cụ khác chỉ khi quy chế bài thi cho phép).
- Cấm tuyệt đối: điện thoại di động, đồng hồ thông minh, tai nghe, thiết bị ghi âm/quay phim, thiết bị lưu trữ/tra cứu, túi xách mang vào chỗ ngồi (thường phải để tại vị trí quy định). Vi phạm có thể bị lập biên bản, hủy kết quả hoặc xử lý kỷ luật theo quy chế.
- Lưu ý: Một số môn thi (ví dụ thi vẽ, thi thực hành, thi môn chuyên ngành) có quy định cụ thể khác — nhà trường/giảng viên sẽ thông báo trước.

Nếu bạn đang hỏi về một kỳ thi cụ thể (kỳ thi tuyển sinh, thi giữa/kết thúc học phần, hay bài kiểm tra bộ môn), cho biết tên kỳ thi hoặc thời gian/đợt thi để mình kiểm tra quy định chi tiết và hướng dẫn cụ thể. Bạn cũng có thể xem thông báo chính thức hoặc liên hệ Ban Tuyển sinh/Phòng Đào tạo trên website trường: https://hcmute.edu.vn.",[],[],none,21.57,0.225,0.25,0.0
165,llm_only,Quy tắc ứng xử với giảng viên yêu cầu gì?,"Sinh viên cần giữ thái độ kính trọng, lễ phép và tuyệt đối không được ghi âm, ghi hình khi chưa có sự đồng ý của thầy cô.","Dưới vai trò Trợ lý Tuyển sinh của HCMUTE, đây là những quy tắc ứng xử cơ bản mà sinh viên nên tuân thủ khi tiếp xúc, học tập và làm việc với giảng viên:

1. Tôn trọng và lịch sự
- Xưng hô đúng mực (ví dụ: “Thầy/ Cô”, kèm theo chức danh nếu biết: TS, PGS, GS).
- Chào hỏi khi gặp (trước/ sau giờ học, khi vào/ rời phòng làm việc).
- Không nói chuyện to, không có hành vi khiếm nhã hoặc xúc phạm.

2. Đúng giờ và tuân thủ nội quy lớp
- Đến lớp đúng giờ, tuân thủ quy định điểm danh và quy tắc lên lớp của giảng viên.
- Tắt hoặc để chế độ im lặng điện thoại, tránh làm phiền tiết học.

3. Chuẩn bị và tham gia tích cực
- Chuẩn bị bài tập, đọc tài liệu trước khi đến lớp.
- Tham gia trao đổi, đặt câu hỏi một cách lịch sự và có trọng tâm.

4. Tuân thủ quy tắc học thuật
- Trung thực trong làm bài, không quay cóp, không đạo văn.
- Trích dẫn nguồn khi sử dụng tài liệu của người khác.
- Nộp bài đúng hạn; nếu có lý do chính đáng cần báo trước giảng viên hoặc theo quy định của khoa/trường.

5. Giao tiếp đúng mực ngoài lớp
- Khi gửi email/ tin nhắn: dùng tiêu đề rõ ràng, lời mở đầu kính trọng, nội dung ngắn gọn, chữ ký đầy đủ (tên, mã số sinh viên, lớp).
- Hẹn trước nếu cần gặp giảng viên; tôn trọng giờ làm việc/ office hours của giảng viên.

6. Tuân thủ an toàn và nội quy phòng thí nghiệm/ thực hành
- Mặc đồ bảo hộ, tuân thủ hướng dẫn an toàn, sử dụng thiết bị đúng quy trình.
- Không mang thức ăn, đồ uống vào nơi cấm.

7. Giữ gìn mối quan hệ chuyên nghiệp
- Không đưa/ nhận quà cáp có tính chất hối lộ; nếu tặng quà nên phù hợp về giá trị và văn hóa.
- Nếu có mâu thuẫn, trao đổi trực tiếp, bình tĩnh; nếu không giải quyết được, liên hệ khoa/ phòng Công tác sinh viên theo quy trình.

8. Bảo mật và tôn trọng quyền sở hữu trí tuệ
- Không phát tán bài giảng, đề thi, tài liệu được giảng viên chia sẻ nếu không được phép.

Một vài mẫu câu/ cách xưng hô tham khảo
- Khi gặp trực tiếp: “Chào Thầy/Cô ạ. Em là [Họ tên] lớp [mã lớp]. Em xin phép hỏi…”
- Khi gửi email:
  Tiêu đề: [Hỏi bài/ Xin gặp/ Xin gia hạn] – [Môn học] – [Họ tên – MSSV]
  Lời mở đầu: “Kính gửi Thầy/Cô [Họ tên/ chức danh],”
  Nội dung: ngắn gọn, nêu mục đích và thông tin cần thiết
  Kết: “Em cảm ơn Thầy/Cô. Kính chúc Thầy/Cô sức khỏe. Trân trọng, [Họ tên – MSSV – Lớp]”

Lưu ý: HCMUTE có quy định kỷ luật và quy chế học tập riêng; vi phạm quy tắc ứng xử có thể bị xử lý theo quy định của nhà trường. Nếu bạn cần mẫu email cụ thể, kịch bản xử lý tình huống (ví dụ: xin gặp giảng viên, xin gia hạn nộp bài, phản ánh vấn đề), hoặc trích dẫn quy định nhà trường, cho tôi biết để mình hỗ trợ chi tiết hơn.",[],[],none,26.242,0.221,0.25,0.81122188378429
166,llm_only,Sinh viên có được ăn quà vặt trong lớp không ạ?,"Không, sinh viên không được phép ăn quà vặt trong lớp để đảm bảo giữ gìn vệ sinh chung của phòng học.","Chào bạn — mình là trợ lý tuyển sinh HCMUTE, trả lời câu hỏi nhé.

- Nói chung: trường khuyến khích sinh viên không ăn uống trong giờ học để giữ vệ sinh, tránh làm ồn, gây mùi hoặc làm bẩn bàn ghế, thiết bị.  
- Quy định cụ thể: nhiều giảng viên sẽ yêu cầu không ăn uống trong lớp; trong phòng thí nghiệm, phòng máy tính, thư viện và trong giờ thi thường bị cấm tuyệt đối.  
- Nếu cần ăn nhẹ: nên ra ngoài lớp hoặc hành lang, ăn những món gọn nhẹ, không có mùi mạnh và dọn rác ngay sau khi ăn. Nước uống (chai, cốc kín) thường được chấp nhận nhưng tùy theo quy định của giảng viên.  
- Lời khuyên cho tân sinh viên: xem nội quy từng lớp/khoa, tuân theo hướng dẫn của giảng viên và giữ vệ sinh chung của lớp. Nếu cần xác minh quy định chính thức, bạn có thể liên hệ Phòng Công tác Sinh viên hoặc hỏi cán bộ/khoa phụ trách.

Tóm lại: không khuyến khích ăn quà vặt trong lớp — nếu có, hãy hỏi giảng viên và giữ vệ sinh, tránh nơi bị cấm như phòng thí nghiệm, phòng máy và thư viện.",[],[],none,15.118,0.227,0.5,0.8087868851341389
167,llm_only,Trang phục của sinh viên khi đến trường quy định thế nào?,"Sinh viên khi đến trường phải mặc trang phục lịch sự, phù hợp với môi trường giáo dục và không được gây phản cảm.","Chào bạn — mình là trợ lý tuyển sinh HCMUTE. Về trang phục khi đến trường, HCMUTE yêu cầu chung theo hướng lịch sự, an toàn và phù hợp với môi trường học tập, đặc biệt ở các phòng thí nghiệm, xưởng thực hành. Cụ thể (tóm tắt, mang tính hướng dẫn):

1. Nguyên tắc chung
- Ăn mặc gọn gàng, sạch sẽ, lịch sự; tránh trang phục quá hở, kích thích hoặc phản cảm (ví dụ áo hai dây, áo quá ngắn, quần short rất ngắn, váy quá ngắn).
- Không mặc đồ ngủ, đồ lót lộ ra ngoài, hoặc trang phục mang nội dung phản động, xúc phạm.

2. Thẻ sinh viên / nhận dạng
- Nên mang thẻ sinh viên khi vào trường, khi tham gia thi cử, thủ tục hành chính và các sự kiện chính thức (nhiều nơi yêu cầu xuất trình).

3. Trang phục đối với phòng thí nghiệm / xưởng thực hành
- Bắt buộc tuân thủ quy định an toàn: áo bảo hộ (áo blouse/áo đồng phục thí nghiệm) khi cần, quần dài, giày kín mũi (không mang dép lê), buộc gọn tóc dài, không đeo trang sức lủng lẳng.
- Tuân thủ hướng dẫn an toàn của giảng viên hoặc cán bộ quản lý xưởng.

4. Sự kiện, lễ nghi, tham quan doanh nghiệp, thực tập
- Khi tham gia lễ khai giảng, khen thưởng, hội thảo trường yêu cầu mặc trang phục lịch sự; nhiều chương trình yêu cầu mặc đồng phục trường hoặc áo sơ mi + quần âu/ váy công sở.
- Khi đi thực tập/tham quan doanh nghiệp, tuân theo quy định trang phục của nhà doanh nghiệp (thường là lịch sự, công sở).

5. Các lưu ý khác
- Một số khoa/đoàn thể có đồng phục chuyên ngành (áo đồng phục lớp, áo kỹ sư, áo bảo hộ xưởng) — sinh viên cần mặc theo quy định khi được yêu cầu.
- Vi phạm quy định trang phục trong một số tình huống (thi, thực hành, lễ) có thể bị nhắc nhở, yêu cầu thay đổi trang phục hoặc xử lý theo nội quy nhà trường.

Để biết quy định chi tiết, cập nhật nhất và các quy định đặc thù của từng Khoa/Phòng/đợt học, bạn nên tham khảo:
- Cổng thông tin chính thức HCMUTE: https://hcmute.edu.vn
- Phòng Công tác Sinh viên / Nội quy sinh viên / Sổ tay sinh viên của trường
Bạn cần, mình có thể hướng dẫn cách liên hệ Phòng Công tác Sinh viên hoặc dẫn link cụ thể trên website.",[],[],none,25.803,0.246,0.5,0.8280613445483745
168,llm_only,Sinh viên có được treo băng rôn tự ý không?,"Sinh viên tuyệt đối không được tự ý treo băng rôn, áp phích khi chưa có sự đồng ý chính thức từ phía Nhà trường.","Không. Sinh viên không được treo băng rôn, khẩu hiệu tùy ý trên khuôn viên trường. Tại HCMUTE (Trường ĐH Công nghệ Kỹ thuật TP. HCM) có quy định về việc treo/treo biển, áp phích, băng rôn nhằm đảm bảo mỹ quan, an toàn và nội dung phù hợp; mọi băng rôn phải được xin phép và treo ở vị trí quy định.

Những điểm chính bạn cần biết:
- Phải xin phép trước: liên hệ Phòng Công tác Sinh viên / Văn phòng Trường hoặc Ban Quản lý cơ sở vật chất để được phê duyệt nội dung, kích thước, vị trí và thời gian treo.
- Vị trí quy định: trường thường có các bảng tin, cột treo hoặc khu vực dành riêng cho thông báo của sinh viên/clb/đơn vị; không được dán trên tường, cột điện, hàng rào nếu chưa được đồng ý.
- Nội dung phải phù hợp: không được quảng cáo thương mại trái phép, không vi phạm pháp luật, chính trị, tôn giáo, gây mất đoàn kết hoặc phản cảm; nội dung tuyển sinh/PR sự kiện cũng cần xác nhận.
- An toàn và kỹ thuật: không dùng băng keo khiến hư hại bề mặt; cần đảm bảo lắp đặt an toàn, không cản tầm nhìn, lối đi.
- Hậu quả khi treo trái phép: băng rôn sẽ bị tháo gỡ, có thể xử lý kỷ luật, yêu cầu bồi thường hư hại hoặc cấm treo trong tương lai.

Cách làm để xin treo băng rôn:
1. Soạn đề nghị (tên sự kiện, đơn vị tổ chức, nội dung băng rôn, kích thước, vị trí, thời gian treo, người liên hệ).
2. Gửi hồ sơ đến Phòng Công tác Sinh viên hoặc Văn phòng Trường theo hướng dẫn trên website trường.
3. Chờ phê duyệt và làm theo hướng dẫn kỹ thuật/địa điểm khi được chấp thuận.

Nếu bạn cần, tôi có thể hỗ trợ soạn mẫu đề nghị xin treo băng rôn hoặc hướng dẫn tìm thông tin liên hệ của Phòng Công tác Sinh viên trên website HCMUTE.",[],[],none,21.56,0.234,1.0,0.924992906856892
