question,answer
Nhờ người thi hộ bị xử lý thế nào ạ?,Hành vi nhờ người thi hộ sẽ bị đình chỉ học tập 1 năm ở lần vi phạm đầu tiên và bị buộc thôi học nếu tái phạm lần thứ hai.
Sinh viên có được mang tài liệu vào phòng thi không?,"Không, hành vi mang tài liệu vào phòng thi sẽ bị xử lý kỷ luật tùy mức độ từ khiển trách đến buộc thôi học."
Quy tắc ứng xử với giảng viên yêu cầu gì?,"Sinh viên cần giữ thái độ kính trọng, lễ phép và tuyệt đối không được ghi âm, ghi hình khi chưa có sự đồng ý của thầy cô."
Sinh viên có được ăn quà vặt trong lớp không ạ?,"Không, sinh viên không được phép ăn quà vặt trong lớp để đảm bảo giữ gìn vệ sinh chung của phòng học."
Trang phục của sinh viên khi đến trường quy định thế nào?,"Sinh viên khi đến trường phải mặc trang phục lịch sự, phù hợp với môi trường giáo dục và không được gây phản cảm."
Sinh viên có được treo băng rôn tự ý không?,"Sinh viên tuyệt đối không được tự ý treo băng rôn, áp phích khi chưa có sự đồng ý chính thức từ phía Nhà trường."
Đối tượng nào được vay vốn tín dụng sinh viên?,"Các đối tượng được hỗ trợ vay vốn tín dụng bao gồm sinh viên mồ côi, hộ nghèo, hộ cận nghèo hoặc gia đình gặp khó khăn tài chính đột xuất."
Sinh viên ngành STEM có chính sách vay vốn riêng không?,"Có, sinh viên các ngành thuộc khối STEM sẽ được áp dụng chính sách vay vốn riêng dựa theo Quyết định số 29/2025/QĐ-TTg."
Điều kiện học lực để vay vốn STEM năm nhất là gì?,"Điều kiện là sinh viên năm nhất cần có 3 năm THPT đạt loại Khá trở lên hoặc điểm các môn Toán, Lý, Hóa, Sinh lớp 12 từ 8,0."
Hồ sơ xác nhận vay vốn nộp tại phòng nào ạ?,Sinh viên cần nộp hồ sơ xin xác nhận vay vốn tại Phòng Tuyển sinh và Công tác sinh viên ở phòng A1.203.
Ngành Công nghệ thông tin có thuộc danh mục STEM không?,"Có, ngành Công nghệ thông tin với mã ngành 7480201 được phân loại chính thức vào danh mục các ngành STEM."
Ngành Kỹ thuật thiết kế vi mạch thuộc khoa nào quản lý?,Ngành Kỹ thuật thiết kế vi mạch hiện đang được quản lý bởi Khoa Điện - Điện tử của trường.
Ngành Logistics và quản lý chuỗi cung ứng thuộc khoa nào?,Ngành Logistics và quản lý chuỗi cung ứng là ngành học thuộc sự quản lý của Khoa Kinh tế.
Email sinh viên HCMUTE có cấu trúc chuyên nghiệp cần lưu ý gì?,"Khi viết email sinh viên cần đảm bảo có mục đích rõ ràng, đầy đủ lời chào và sử dụng ngôn ngữ giao tiếp phù hợp."
Thẻ bảo hiểm y tế SV năm nhất có giá trị từ khi nào?,Thẻ bảo hiểm y tế dành cho sinh viên năm thứ nhất sẽ bắt đầu có giá trị sử dụng từ ngày 01/10 của năm nhập học.
Tra cứu thời hạn thẻ BHYT ở đâu ạ?,Bạn có thể tra cứu thời hạn sử dụng thẻ BHYT trực tiếp tại cổng thông tin của BHXH Việt Nam hoặc qua ứng dụng VssID.
Chuẩn trích dẫn tài liệu của trường là gì?,Trường quy định sinh viên phải áp dụng chuẩn trích dẫn APA hoặc IEEE cho tất cả các sản phẩm học thuật.
Tỷ lệ trùng lặp cho phép của khóa luận tốt nghiệp là bao nhiêu?,Tỷ lệ trùng lặp tối đa được cho phép đối với một bản khóa luận tốt nghiệp của sinh viên là không quá 40%.
Đạo văn trong báo cáo NCKH lần đầu bị xử lý thế nào?,"Nếu phát hiện vi phạm đạo văn lần đầu trong báo cáo nghiên cứu khoa học, giảng viên hướng dẫn sẽ yêu cầu sinh viên phải chỉnh sửa lại."
Nếu bảo vệ lần 2 vẫn vi phạm đạo văn thì sao ạ?,"Trong trường hợp bảo vệ lần 2 vẫn vi phạm đạo văn, Hội đồng sẽ đề nghị hủy bỏ toàn bộ sản phẩm và yêu cầu sinh viên phải học lại."
Thời hạn khiếu nại kết quả xử lý đạo văn là bao lâu?,Tác giả có quyền khiếu nại về kết quả xử lý đạo văn trong vòng 7 ngày kể từ khi nhận được thông báo chính thức.
Muốn đăng ký môn học em liên hệ phòng nào?,"Để thực hiện việc đăng ký môn học, em vui lòng liên hệ trực tiếp với Phòng Đào tạo tại phòng A1.201 hoặc A1.202."
Nơi nào cấp mã số và làm thẻ sinh viên ạ?,Phòng Tuyển sinh và Công tác sinh viên là nơi chịu trách nhiệm cấp mã số và làm thẻ sinh viên cho em.
Đóng học phí ở đâu thế ạ?,Em cần đến trực tiếp Phòng Kế hoạch Tài chính tại Tòa nhà trung tâm để hoàn thành việc đóng học phí.
Muốn gặp Ban Giám hiệu thì liên hệ phòng nào hỗ trợ?,Phòng Tổ chức Hành chính sẽ là đơn vị hỗ trợ em nếu em có nhu cầu đăng ký gặp Ban Giám hiệu nhà trường.
Khi bị mất tài sản trong trường em báo cho ai?,"Khi gặp sự cố mất tài sản trong khuôn viên trường, em hãy báo ngay cho Ban An ninh Trật tự thuộc Đội Bảo vệ trường tại phòng A3.001."
Phòng học bị hỏng máy lạnh thì gọi phòng nào ạ?,Em hãy liên hệ với Phòng Quản trị cơ sở vật chất để thông báo về việc máy lạnh trong phòng học bị hỏng.
Muốn mượn thiết bị âm thanh cho sự kiện thì liên hệ ai?,"Nếu cần mượn các thiết bị âm thanh để tổ chức sự kiện, em hãy liên hệ trực tiếp với Phòng Thiết bị - Vật tư."
Phòng Khoa học Công nghệ nằm ở tầng mấy ạ?,Văn phòng của Phòng Khoa học Công nghệ tọa lạc tại tầng 9 của Tòa nhà trung tâm.
Cần tìm việc làm bán thời gian thì liên hệ đơn vị nào?,Em có thể liên hệ với Phòng Quan hệ doanh nghiệp để được hỗ trợ và tư vấn tìm kiếm các công việc làm bán thời gian.
Nơi nào hỗ trợ thủ tục visa đi du học ạ?,Phòng Quan hệ Quốc tế là đơn vị sẽ hỗ trợ em thực hiện các thủ tục pháp lý liên quan đến visa khi đi du học.
Muốn học hệ từ xa thì liên hệ phòng nào?,"Nếu em có nhu cầu theo học hệ đào tạo từ xa, hãy liên hệ với Phòng Hợp tác và Phát triển đào tạo để được hướng dẫn."
Phòng Thanh tra Pháp chế nằm ở tầng mấy ạ?,"Phòng Thanh tra Pháp chế nằm tại tầng 10 của Tòa nhà trung tâm, cụ thể là phòng số A1.1003."
Thư viện trường có những khu vực nào cho SV?,Thư viện dành cho sinh viên bao gồm các khu vực học tập tại khu A và Phòng đọc Beehive tọa lạc ở tầng hầm.
Địa chỉ Ký túc xá cơ sở 2 ở đâu ạ?,"Ký túc xá cơ sở 2 của trường nằm tại số 484 Lê Văn Việt, Phường Tăng Nhơn Phú A, TP. Thủ Đức."
Quên mật khẩu email sinh viên thì gặp ai hỗ trợ?,"Em có thể gặp thầy Hà tại Trung tâm Thông tin, máy tính để được hỗ trợ khi quên mật khẩu email sinh viên."
Đăng ký miễn giảm môn Thể dục nộp ở đâu ạ?,Em cần nộp các hồ sơ đăng ký miễn giảm môn học Giáo dục thể chất tại Trung tâm Giáo dục thể chất.
Trung tâm Việt Nhật đào tạo những gì ạ?,"Trung tâm Việt Nhật chuyên đào tạo về tiếng Nhật, các kỹ năng mềm cũng như rèn luyện tác phong công nghiệp cho sinh viên."
Văn phòng Đoàn trường và Hội sinh viên ở đâu ạ?,"Văn phòng của Đoàn trường và Hội sinh viên nằm tại khu A, ngay bên cạnh khu vực Thư viện."
Khoa Công nghệ Thông tin quản lý những ngành nào?,"Khoa Công nghệ Thông tin hiện đang quản lý các ngành: Công nghệ thông tin, An toàn thông tin và Kỹ thuật dữ liệu."
Ngành Robot và trí tuệ nhân tạo thuộc khoa nào?,Ngành Robot và trí tuệ nhân tạo là một trong những ngành học thuộc quyền quản lý của Khoa Cơ khí chế tạo máy.
Khoa Kinh tế nằm ở tầng mấy Tòa nhà trung tâm?,"Văn phòng Khoa Kinh tế tọa lạc tại tầng 3 của Tòa nhà trung tâm, phòng số A1.306."
Ngành Thiết kế thời trang thuộc quản lý của khoa nào?,Ngành Thiết kế thời trang là ngành học nằm dưới sự quản lý trực tiếp của Khoa Thời trang và Du lịch.
Khoa Đào tạo Quốc tế có văn phòng ở đâu ạ?,Văn phòng của Khoa Đào tạo Quốc tế nằm tại phòng F1.707 thuộc tầng 7 của Tòa nhà F1.
Ngành Công nghệ Kỹ thuật In thuộc khoa nào ạ?,Ngành Công nghệ Kỹ thuật In là ngành học do Khoa In và Truyền thông chịu trách nhiệm quản lý.
Viện Sư phạm kỹ thuật quản lý ngành nào?,Viện Sư phạm kỹ thuật hiện đang quản lý hai ngành đào tạo là Sư phạm Công nghệ và Tâm lý học Giáo dục.
Stress là gì theo định nghĩa của sổ tay?,"Theo sổ tay, stress được định nghĩa là một phần của cuộc sống giúp thúc đẩy hành động hoặc chuẩn bị để đối phó với các mối đe dọa."
Biểu hiện thực thể của lo âu là gì?,"Các biểu hiện bên ngoài của lo âu thường bao gồm chân tay run rẩy, vã mồ hôi, tim đập nhanh và có cảm giác chóng mặt."
Trầm cảm có dấu hiệu tâm trí thế nào ạ?,"Dấu hiệu tâm trí của người bị trầm cảm thường là cảm giác tội lỗi, suy nghĩ tiêu cực về bản thân và có những ý nghĩ tự tử."
Nguyên nhân gây mệt mỏi thường gặp là gì?,"Những nguyên nhân phổ biến dẫn đến mệt mỏi thường là do tình trạng thiếu ngủ, chế độ ăn uống không hợp lý hoặc các rối loạn cảm xúc."
Cách đơn giản nhất để ứng phó với stress là gì ạ?,"Cách đơn giản nhất để đối phó với stress là em nên chậm lại, thư giãn và thực hiện các bài tập luyện hít thở sâu."
Tập thể dục giúp ích gì cho sức khỏe tâm thần?,"Việc tập thể dục đều đặn sẽ giúp cải thiện tâm trạng, làm giảm lo âu và tăng cường sức khỏe thể chất tổng thể."
Tại sao cần xây dựng mạng lưới xã hội hỗ trợ?,"Chúng ta cần mạng lưới xã hội hỗ trợ để có người tâm sự, chia sẻ và cùng nhau vượt qua những khó khăn trong cuộc sống."
Khi gặp vấn đề tâm lý nặng em nên tìm ai?,"Nếu gặp phải những vấn đề tâm lý nghiêm trọng, em hãy tìm đến cô Hoàng Anh tại phòng Tham vấn tâm lý học đường A212 khu A."
Hiệu trưởng trường HCMUTE hiện nay là ai?,Hiệu trưởng đương nhiệm của trường Đại học Sư phạm Kỹ thuật TP.HCM là PGS.TS. Lê Hiếu Giang.
Tư vấn về đăng ký môn học liên hệ thầy cô nào ạ?,"Để được tư vấn về việc đăng ký môn học, em có thể liên hệ với thầy Vũ Văn Việt hoặc cô Nguyễn Thị Bích Hồng."
Ai là người tư vấn về chế độ chính sách cho SV cấp trường?,Thầy Lê Quang Bình là người chịu trách nhiệm tư vấn các vấn đề liên quan đến chế độ chính sách cho sinh viên cấp trường.
Hotline tư vấn sức khỏe học đường là số nào ạ?,Em có thể gọi đến số điện thoại 0918.883.925 để gặp thầy Nguyễn Văn Thủy tư vấn về sức khỏe học đường.
Tư vấn pháp lý cơ sở 2 em gặp ai ạ?,Em có thể gặp thầy Nguyễn Đức Vượng để được hỗ trợ tư vấn các vấn đề pháp lý tại cơ sở 2 của trường.
Muốn hỏi về học bổng NCKH liên hệ thầy nào?,"Nếu em muốn tìm hiểu thông tin về học bổng Nghiên cứu khoa học, hãy liên hệ trực tiếp với thầy Châu Ngọc Thìn."
Tư vấn về các cuộc thi sáng tạo khởi nghiệp em gặp ai?,Em hãy gặp thầy Lê Tấn Cường để được tư vấn và hỗ trợ thông tin về các cuộc thi sáng tạo khởi nghiệp.
Ai phụ trách tư vấn mảng an ninh quốc phòng cho SV ạ?,Thầy Đường Minh Hiếu là người chịu trách nhiệm phụ trách tư vấn mảng an ninh quốc phòng cho các bạn sinh viên.
Trưởng phòng Tuyển sinh và Công tác sinh viên là ai?,Trưởng phòng Tuyển sinh và Công tác sinh viên của trường là TS. Trần Thanh Thưởng.
Khoa Điện - Điện tử có Group Facebook cho SV không?,"Có, sinh viên có thể tham gia trao đổi tại Group Facebook của Khoa Điện - Điện tử theo địa chỉ facebook.com/groups/feee.hcmute."
Ngành Kỹ thuật y sinh thuộc khoa nào?,Ngành Kỹ thuật y sinh là một ngành đào tạo trực thuộc sự quản lý của Khoa Điện - Điện tử.
Ngành Thương mại điện tử thuộc khoa nào quản lý ạ?,Ngành Thương mại điện tử nằm dưới sự quản lý và đào tạo trực tiếp của Khoa Kinh tế.
Ngành Công nghệ may có đào tạo tại HCMUTE không?,"Có, ngành Công nghệ may hiện đang được đào tạo chính thức tại Khoa Thời trang và Du lịch của trường."
Khoa Ngoại ngữ đào tạo mấy ngành?,Hiện tại Khoa Ngoại ngữ của trường đang phụ trách đào tạo 02 ngành là Sư phạm tiếng Anh và Ngôn ngữ Anh.
Ngành Thiết kế đồ họa thuộc khoa nào ạ?,Ngành Thiết kế đồ họa là ngành học thuộc quyền quản lý của Khoa In và Truyền thông.
Khoa Khoa học Ứng dụng quản lý ngành nào?,Khoa Khoa học Ứng dụng chịu trách nhiệm quản lý hai ngành đào tạo là Công nghệ Vật liệu và Vật lý Kỹ thuật.
Muốn xin giấy xác nhận sinh viên thì gặp ai?,Em hãy liên hệ với Phòng Tuyển sinh và Công tác sinh viên để thực hiện các thủ tục xin cấp giấy xác nhận sinh viên.
Lớp trưởng được cộng mấy điểm rèn luyện mỗi học kỳ?,"Khi đảm nhận chức vụ lớp trưởng, em sẽ được cộng thêm 6 điểm vào kết quả rèn luyện của mỗi học kỳ."
Sinh viên có được mang đồ ăn vào lớp không?,"Theo quy tắc ứng xử của nhà trường, sinh viên không được phép mang đồ ăn hay ăn quà vặt trong lớp học."
"Khi nghỉ học tạm thời, kết quả học tập có được bảo lưu không?","Có, sinh viên khi được chấp nhận nghỉ học tạm thời sẽ được nhà trường bảo lưu toàn bộ kết quả học tập đã tích lũy."
Chuẩn đầu ra ngoại ngữ là điều kiện gì?,Chuẩn đầu ra ngoại ngữ chính là điều kiện bắt buộc mà sinh viên cần đạt được để được xét công nhận tốt nghiệp.
"Điểm chữ ""D"" có được coi là đạt không ạ?","Điểm chữ ""D"" sẽ không được coi là đạt học phần, trừ các trường hợp ngoại lệ trong giai đoạn các học kỳ từ năm 2021 đến 2023."
Thang điểm 4 tương ứng với điểm B là bao nhiêu?,"Mức điểm B trong hệ thống chấm điểm của trường sẽ tương ứng với 3,0 điểm trên thang điểm 4."
Sinh viên năm cuối có được chuyển ngành không?,"Theo quy định hiện hành, sinh viên đang theo học năm cuối sẽ không được phép thực hiện thủ tục chuyển ngành."
Hồ sơ miễn giảm học phí nộp trong bao nhiêu ngày?,Sinh viên cần hoàn thành và nộp đầy đủ hồ sơ miễn giảm học phí trong vòng 35 ngày làm việc kể từ khi bắt đầu học kỳ.
Học bổng loại B (Giỏi) trị giá bao nhiêu?,"Mức học bổng loại B dành cho sinh viên giỏi có giá trị bằng 1,15 lần so với mức học bổng loại Khá."
Sinh viên tài năng được vinh danh ở đâu?,Những sinh viên tài năng sẽ được nhà trường vinh danh trang trọng tại Không gian tuyên dương gương điển hình của Trường.
Điểm thưởng rèn luyện cho Giải Ba NCKH cấp trường là mấy?,Sinh viên đạt được Giải Ba Nghiên cứu khoa học cấp trường sẽ được cộng thêm 2 điểm thưởng vào điểm rèn luyện.
Bị kỷ luật Cảnh cáo bị trừ bao nhiêu điểm rèn luyện?,Nếu sinh viên bị xử lý kỷ luật ở mức Cảnh cáo thì sẽ bị trừ 16 điểm trong kết quả rèn luyện.
Tham gia hiến máu 1 lần được mấy điểm CTXH?,"Mỗi lần tham gia trực tiếp hiến máu tình nguyện, sinh viên sẽ được nhà trường cộng 5 điểm công tác xã hội."
Tư vấn tuyển sinh cho HS THPT được cộng mấy điểm CTXH?,"Cứ mỗi lần tham gia tư vấn tuyển sinh cho học sinh các trường THPT, sinh viên sẽ được cộng 5 điểm công tác xã hội."
Cán bộ lớp hoàn thành nhiệm vụ được cộng mấy ngày CTXH?,Sinh viên giữ vai trò cán bộ lớp hoàn thành tốt nhiệm vụ sẽ được cộng từ 1 đến 2 ngày công tác xã hội cho mỗi năm học.
"""Tiếp sức mùa thi"" cấp thành phố được mấy ngày CTXH?","Khi tham gia hoạt động ""Tiếp sức mùa thi"" cấp thành phố, sinh viên sẽ được cộng từ 2 đến 4 ngày công tác xã hội."
Giải khuyến khích NCKH cấp quốc tế thưởng bao nhiêu?,Sinh viên đạt giải khuyến khích trong cuộc thi Nghiên cứu khoa học cấp quốc tế sẽ nhận được mức thưởng cá nhân là 600.000 đồng.
SV 5 tốt cấp Trường được thưởng bao nhiêu tiền ạ?,"Sinh viên đạt được danh hiệu ""Sinh viên 5 tốt"" cấp Trường sẽ được trao tặng mức thưởng là 1.000.000 đồng."
Bằng khen cấp Trung ương được thưởng bao nhiêu?,Cá nhận nhận được bằng khen cấp Trung ương sẽ được nhà trường khen thưởng mức 2.000.000 đồng.
Sinh viên có được dán áp phích tùy ý không?,"Không, sinh viên tuyệt đối không được tự ý dán áp phích khi chưa có sự cho phép chính thức từ phía Nhà trường."
Dùng email trường để phát tán thông tin trái pháp luật bị gì?,Sinh viên sử dụng email do trường cấp để phát tán các thông tin trái pháp luật sẽ bị xử lý kỷ luật rất nghiêm khắc.
SV mồ côi cả cha lẫn mẹ được vay vốn không ạ?,"Có, các bạn sinh viên mồ côi cả cha lẫn mẹ là đối tượng được ưu tiên xét vay vốn tín dụng sinh viên."
Ngành Kiến trúc có thuộc nhóm ngành STEM không?,"Có, ngành Kiến trúc với mã ngành 7580101 chính thức thuộc vào danh mục các nhóm ngành STEM."
Trung tâm Dạy học số nằm ở đâu ạ?,Trung tâm Dạy học số tọa lạc tại phòng F1.607 thuộc tầng 6 của Tòa nhà F1.
Muốn hỏi về Anh văn đầu ra liên hệ ai?,"Nếu em có thắc mắc về các quy định Anh văn đầu ra, hãy liên hệ với cô Bùi Thị Quỳnh tại Ban tư vấn."
Thầy Hiệu trưởng phụ trách chung Ban tư vấn đúng không?,"Đúng vậy, PGS.TS. Lê Hiếu Giang là người chịu trách nhiệm phụ trách chung hoạt động của Ban tư vấn."
Khoa Cơ khí Động lực văn phòng ở đâu?,Văn phòng của Khoa Cơ khí Động lực nằm tại phòng F1.209 thuộc tầng 2 của Tòa nhà F1.
Ngành Năng lượng tái tạo do khoa nào quản lý?,Ngành Năng lượng tái tạo là ngành đào tạo nằm dưới sự quản lý trực tiếp của Khoa Cơ khí Động lực.
Ngành Kỹ thuật dữ liệu thuộc khoa nào?,Ngành Kỹ thuật dữ liệu là một trong những ngành đào tạo thuộc sự quản lý của Khoa Công nghệ Thông tin.
Ngành Luật do khoa nào quản lý ạ?,Ngành Luật tại trường hiện đang được quản lý bởi Khoa Chính trị và Luật.
Email của Phòng Đào tạo là gì ạ?,Địa chỉ email chính thức để liên hệ với Phòng Đào tạo của nhà trường là pdt@hcmute.edu.vn.
Số điện thoại Phòng Kế hoạch Tài chính?,Em có thể liên hệ với Phòng Kế hoạch Tài chính qua số điện thoại chính thức là 028.3896.2166.
Trạm Y tế trường nằm ở đâu vậy ạ?,Trạm Y tế của nhà trường tọa lạc tại khu vực cuối Khu B và nằm gần phía cổng B.
Thư viện trường có trang Fanpage không?,"Có, thư viện trường có trang Fanpage chính thức tại địa chỉ facebook.com/thuviendaihocspkttphcm."
Ký túc xá cơ sở 1 nằm ở đâu ạ?,Ký túc xá cơ sở 1 của trường tọa lạc tại Khu D trên đường Lê Văn Chí.
Trung tâm Tin học trường nằm ở đâu?,"Trung tâm Tin học của trường nằm tại Khu Dịch vụ tổng hợp, ngay phía mặt tiền đường Võ Văn Ngân."
Ngành Kỹ nghệ gỗ và Nội thất thuộc khoa nào?,Ngành Kỹ nghệ gỗ và Nội thất là ngành đào tạo trực thuộc quyền quản lý của Khoa Cơ khí chế tạo máy.
Khoa Công nghệ Hóa học và Thực phẩm ở đâu?,Văn phòng Khoa Công nghệ Hóa học và Thực phẩm tọa lạc tại phòng A1.802 thuộc tầng 8 của Tòa nhà trung tâm.
Ngành Quản trị nhà hàng thuộc khoa nào ạ?,Ngành Quản trị nhà hàng và dịch vụ ăn uống hiện đang được quản lý bởi Khoa Thời trang và Du lịch.
Tư vấn về thực tập và kỹ năng mềm gặp ai?,Em hãy gặp thầy Trần Mạnh Khang để được tư vấn và hỗ trợ các vấn đề về thực tập cũng như kỹ năng mềm.
Hotline hỗ trợ email sinh viên của Thầy Hà là số nào?,Số điện thoại đường dây nóng của thầy Hà để hỗ trợ các vấn đề về email sinh viên là 0913.889.739.
Muốn xin giấy xác nhận vay vốn gặp thầy nào ạ?,"Để xin giấy xác nhận phục vụ việc vay vốn, em vui lòng liên hệ và gặp trực tiếp thầy Lê Quang Bình."
Tư vấn về Anh văn cho hệ liên kết quốc tế gặp ai?,Em hãy gặp cô Nguyễn Thị Thu An để được hỗ trợ tư vấn về các yêu cầu Anh văn đối với hệ liên kết quốc tế.
Ngành Kiến trúc nội thất thuộc khoa nào?,Ngành Kiến trúc nội thất là một trong những ngành đào tạo thuộc quyền quản lý của Khoa Xây dựng.
Ai là người tư vấn NCKH cho Khoa Điện?,Thầy Lê Chí Kiên là người chịu trách nhiệm chính trong việc tư vấn Nghiên cứu khoa học cho sinh viên Khoa Điện.
Tư vấn về ngành Ngôn ngữ Anh em gặp thầy nào?,"Nếu cần tư vấn về ngành học Ngôn ngữ Anh, em hãy tìm gặp thầy Phạm Văn Khanh để được hỗ trợ."
Ngành Sư phạm Công nghệ do đơn vị nào quản lý?,Ngành Sư phạm Công nghệ tại trường hiện đang được quản lý trực tiếp bởi Viện Sư phạm kỹ thuật.
Hiệu trưởng ký tặng giấy khen cho sinh viên khi nào?,Hiệu trưởng nhà trường sẽ thực hiện việc ký tặng giấy khen cho những sinh viên đạt được thành tích tiêu biểu hoặc đặc biệt xuất sắc.
Điểm rèn luyện loại Khá là bao nhiêu?,Sinh viên có kết quả rèn luyện đạt từ 65 đến dưới 80 điểm sẽ được xếp loại Khá.
Vắng thi cuối kỳ có lý do chính đáng được gì?,"Trong trường hợp vắng thi cuối kỳ với lý do chính đáng, sinh viên sẽ được nhà trường xem xét cho phép thi bổ sung hoặc hoãn thi."
Một năm học có bao nhiêu đợt học chính?,Một năm học tại trường thường bao gồm 2 học kỳ chính và mỗi học kỳ sẽ được chia thành 2 đợt học khác nhau.
Sinh viên có được đăng ký học vượt không ạ?,"Có, sinh viên hoàn toàn được phép đăng ký học vượt nếu đảm bảo các điều kiện về GPA và không đăng ký quá 28 tín chỉ mỗi kỳ."
Điểm trung bình tích lũy là gì ạ?,Điểm trung bình tích lũy là con số được tính theo trung bình cộng có trọng số của tất cả các học phần mà sinh viên đã hoàn thành và đạt kết quả.
Xếp loại học lực Yếu là bao nhiêu điểm?,"Sinh viên có điểm trung bình từ 1,0 đến dưới 2,0 trên thang điểm 4 sẽ bị xếp loại học lực Yếu."
Cảnh báo học tập lần 2 có bị gửi về nhà không?,"Có, nhà trường sẽ thực hiện việc gửi thông báo về tình hình cảnh báo học tập lần 2 của sinh viên đến cho phụ huynh."
Thời hạn nộp hồ sơ trợ cấp xã hội là bao lâu?,Thời hạn để sinh viên hoàn thành và nộp hồ sơ xin trợ cấp xã hội là 45 ngày làm việc kể từ khi bắt đầu mỗi học kỳ.
SV mồ côi cả cha và mẹ được trợ cấp bao nhiêu?,Sinh viên thuộc diện mồ côi cả cha lẫn mẹ sẽ nhận được mức trợ cấp xã hội hàng tháng là 140.000 đồng.
Học bổng khuyến khích loại A (Xuất sắc) cần điểm bao nhiêu?,"Để nhận được học bổng loại A, em cần có điểm học tập đạt từ 9,0 và điểm rèn luyện đạt từ 90 trở lên."
Tiêu chí xét học bổng khi điểm trung bình bằng nhau?,"Nếu có hai sinh viên bằng điểm trung bình học tập, nhà trường sẽ ưu tiên người có điểm rèn luyện cao hơn và sau đó là số tín chỉ tích lũy."
Học bổng khuyến tài nộp hồ sơ ở đâu ạ?,Em không cần nộp hồ sơ vì Hội đồng xét học bổng của trường sẽ tự động căn cứ dựa trên kết quả tuyển sinh chính thức.
Nữ sinh ngành Kỹ thuật ô tô có được học bổng không?,"Có, sinh viên nữ ngành Kỹ thuật ô tô sẽ được xét nhận học bổng nếu tỷ lệ nữ của ngành đó đang ở mức dưới 3%."
SV tài năng có bắt buộc phải làm NCKH không?,"Có, việc tích cực tham gia các hoạt động nghiên cứu khoa học chính là một trong những tiêu chí bắt buộc để xét chọn sinh viên tài năng."
Thưởng bao nhiêu tiền cho Giải Nhất Olympic cấp Quốc gia?,Sinh viên đạt được Giải Nhất trong các kỳ thi Olympic cấp Quốc gia sẽ nhận được mức tiền thưởng là 2.000.000 đồng.
Sinh viên 5 tốt cấp Thành phố thưởng bao nhiêu?,"Danh hiệu ""Sinh viên 5 tốt"" ở cấp Thành phố sẽ được nhà trường trao tặng mức tiền thưởng trị giá 2.000.000 đồng."
Email chuyên nghiệp có nên gửi vào giờ khuya không?,"Để thể hiện tính chuyên nghiệp, em không nên gửi email vào giờ khuya mà hãy chọn gửi trong khung giờ hành chính."
SV năm cuối có dùng thẻ BHYT đến khi nào?,Thẻ bảo hiểm y tế của sinh viên năm cuối sẽ có giá trị sử dụng cho đến ngày cuối cùng của tháng mà em kết thúc khóa học.
Tỷ lệ trùng lặp luận văn Thạc sĩ là bao nhiêu?,"Theo quy định, tỷ lệ nội dung trùng lặp được phép cho một bản luận văn Thạc sĩ là không được vượt quá 30%."
Đạo văn dưới 50 từ có bị tính không?,Nếu các đoạn nội dung trùng lặp có độ dài ít hơn 50 từ thì phần mềm có thể cho phép loại trừ và không tính vào tỷ lệ đạo văn.
Phòng Đào tạo nằm ở tầng mấy ạ?,Các văn phòng làm việc của Phòng Đào tạo tọa lạc tại tầng 2 và tầng 4 của Tòa nhà trung tâm.
Phòng Kế hoạch Tài chính có trang Facebook không?,Trong các tài liệu chính thức hiện tại của trường không thấy đề cập đến địa chỉ Fanpage của Phòng Kế hoạch Tài chính.
Muốn đăng ký NCKH sinh viên gặp phòng nào?,"Nếu em muốn đăng ký tham gia các hoạt động nghiên cứu khoa học, hãy đến trực tiếp tại Phòng Khoa học Công nghệ."
Nơi nào hỗ trợ SV quốc tế đến trường?,Phòng Quan hệ Quốc tế chính là đơn vị chịu trách nhiệm hỗ trợ cho các sinh viên quốc tế khi đến theo học tại trường.
Trung tâm Sáng tạo - Khởi nghiệp ở đâu ạ?,Trung tâm Sáng tạo và Khởi nghiệp của trường tọa lạc tại Không gian sáng tạo Maker Space.
Trung tâm Tin học dạy những gì?,"Trung tâm Tin học chuyên đào tạo các khóa học về tin học văn phòng, vẽ kỹ thuật cũng như các kỹ năng lập trình."
Văn phòng Đảng ủy trường nằm ở đâu?,Văn phòng của Đảng ủy trường được đặt tại phòng A1.1001 thuộc tầng 1 của Tòa nhà trung tâm.
Khoa Cơ khí chế tạo máy quản lý ngành nào?,"Khoa Cơ khí chế tạo máy chịu trách nhiệm quản lý các ngành: Chế tạo máy, Cơ điện tử, Cơ khí, Robot và Kỹ thuật công nghiệp."
Ngành Kinh doanh Quốc tế thuộc khoa nào ạ?,Ngành Kinh doanh Quốc tế là một ngành đào tạo trực thuộc sự quản lý của Khoa Kinh tế.
Ngành Kỹ thuật xây dựng công trình giao thông ở đâu ạ?,Ngành Kỹ thuật xây dựng công trình giao thông nằm dưới sự quản lý trực tiếp của Khoa Xây dựng.
Ngành Năng lượng tái tạo học ở khoa nào ạ?,Ngành Năng lượng tái tạo hiện đang được tổ chức giảng dạy tại Khoa Cơ khí Động lực.
Khoa Ngoại ngữ có dạy Sư phạm tiếng Anh không?,"Có, Khoa Ngoại ngữ hiện đang phụ trách giảng dạy và quản lý ngành Sư phạm tiếng Anh của trường."
Ngành Truyền thông số thuộc khoa nào?,Ngành Truyền thông số và Công nghệ đa phương tiện là ngành học thuộc quyền quản lý của Khoa In và Truyền thông.
